candidate_key,candidate_label,genus,gbif_usage_key,gbif_raw_usage_key,gbif_accepted_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_rank,gbif_status,gbif_match_type,gbif_confidence,gbif_genus,gbif_match_ok
cdref:215973,Anurida maritima,Anurida,2121989,2121989,NA,"Anurida maritima (Guérin-Méneville, 1836)",Anurida maritima,SPECIES,ACCEPTED,EXACT,99,Anurida,TRUE
cdref:215974,Anurida thalassophila,Anurida,4537535,4537535,NA,"Anurida thalassophila (Bagnall, 1939)",Anurida thalassophila,SPECIES,ACCEPTED,EXACT,99,Anurida,TRUE
cdref:215968,Anuridella calcarata,Anuridella,2122029,2122029,NA,"Anuridella calcarata Denis, 1925",Anuridella calcarata,SPECIES,ACCEPTED,EXACT,99,Anuridella,TRUE
cdref:215969,Anuridella marina,Anuridella,4309144,4309144,NA,"Anuridella marina V.Willem, 1906",Anuridella marina,SPECIES,ACCEPTED,EXACT,99,Anuridella,TRUE
cdref:216064,Anurophorus barroudensis,Anurophorus,5166808,5166808,NA,"Anurophorus barroudensis P.Cassagnau, 1959",Anurophorus barroudensis,SPECIES,ACCEPTED,EXACT,99,Anurophorus,TRUE
cdref:216065,Anurophorus laricis,Anurophorus,5166817,5166817,NA,"Anurophorus laricis H.Nicolet, 1842",Anurophorus laricis,SPECIES,ACCEPTED,EXACT,97,Anurophorus,TRUE
cdref:216066,Anurophorus massoudi,Anurophorus,5166840,5166840,NA,"Anurophorus massoudi Poinsot, 1970",Anurophorus massoudi,SPECIES,ACCEPTED,EXACT,99,Anurophorus,TRUE
cdref:216067,Anurophorus oredonensis,Anurophorus,5166843,5166843,NA,"Anurophorus oredonensis P.Cassagnau, 1953",Anurophorus oredonensis,SPECIES,ACCEPTED,EXACT,99,Anurophorus,TRUE
cdref:216068,Anurophorus racovitzai,Anurophorus,5166830,5166830,NA,"Anurophorus racovitzai Denis & J-R, 1932",Anurophorus racovitzai,SPECIES,ACCEPTED,EXACT,99,Anurophorus,TRUE
cdref:216070,Anurophorus serratus,Anurophorus,5166841,5166841,NA,"Anurophorus serratus Deharveng, 1976",Anurophorus serratus,SPECIES,ACCEPTED,EXACT,99,Anurophorus,TRUE
cdref:216071,Archisotoma besselsi,Archisotoma,2119877,2119877,NA,"Archisotoma besselsi (A.S.Packard, 1877)",Archisotoma besselsi,SPECIES,ACCEPTED,EXACT,97,Archisotoma,TRUE
cdref:216072,Archisotoma heraultensis,Archisotoma,4538980,4538980,NA,"Archisotoma heraultensis E.Christian, Thibaud & J-M, 1996",Archisotoma heraultensis,SPECIES,ACCEPTED,EXACT,99,Archisotoma,TRUE
cdref:216073,Archisotoma interstitialis,Archisotoma,4538983,4538983,NA,"Archisotoma interstitialis Delamare Deboutteville, 1953",Archisotoma interstitialis,SPECIES,ACCEPTED,EXACT,99,Archisotoma,TRUE
cdref:216074,Archisotoma pulchella,Archisotoma,4309152,4309152,NA,"Archisotoma pulchella (Moniez, 1890)",Archisotoma pulchella,SPECIES,ACCEPTED,EXACT,99,Archisotoma,TRUE
cdref:216075,Archisotoma subbrucei,Archisotoma,4309153,4538982,4309153,"Archisotoma subbrucei Delamare Deboutteville, 1953",Archisotoma subbrucei,SPECIES,SYNONYM,EXACT,98,Archisotoma,TRUE
cdref:216046,Argonychiurus bertrandi,Argonychiurus,4538211,4538211,NA,"Argonychiurus bertrandi (Denis, 1936)",Argonychiurus bertrandi,SPECIES,ACCEPTED,EXACT,99,Argonychiurus,TRUE
cdref:216047,Argonychiurus fistulosus,Argonychiurus,4538203,4538203,NA,"Argonychiurus fistulosus (H.Gisin, 1956)",Argonychiurus fistulosus,SPECIES,ACCEPTED,EXACT,99,Argonychiurus,TRUE
cdref:216344,Arrhopalites acanthophthalmus,Arrhopalites,4537188,4537188,NA,"Arrhopalites acanthophthalmus Gisin, 1958",Arrhopalites acanthophthalmus,SPECIES,ACCEPTED,EXACT,99,Arrhopalites,TRUE
cdref:216345,Arrhopalites bifidus,Arrhopalites,10594315,4537190,10594315,"Arrhopalites bifidus Stach, 1945",Arrhopalites bifidus,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216346,Arrhopalites caecus,Arrhopalites,2122260,2122260,NA,"Arrhopalites caecus (Tullberg, 1871)",Arrhopalites caecus,SPECIES,ACCEPTED,EXACT,97,Arrhopalites,TRUE
cdref:216347,Arrhopalites elegans,Arrhopalites,10197996,4537195,10197996,"Arrhopalites elegans Cassagnau & Delamare, 1953",Arrhopalites elegans,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216348,Arrhopalites furcatus,Arrhopalites,10298345,4537183,10298345,"Arrhopalites furcatus Stach, 1945",Arrhopalites furcatus,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216349,Arrhopalites longicornis,Arrhopalites,8490499,8490499,NA,"Pygmarrhopalites R.S.Vargovitsh, 2009",Pygmarrhopalites,GENUS,ACCEPTED,HIGHERRANK,97,Pygmarrhopalites,FALSE
cdref:216350,Arrhopalites microphthalmus,Arrhopalites,4537175,4537175,NA,"Arrhopalites microphthalmus P.Cassagnau & C.Delamare Deboutteville, 1953",Arrhopalites microphthalmus,SPECIES,ACCEPTED,EXACT,99,Arrhopalites,TRUE
cdref:216351,Arrhopalites ornatus,Arrhopalites,10047379,4537201,10047379,"Arrhopalites ornatus Stach, 1945",Arrhopalites ornatus,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216352,Arrhopalites postumicoides,Arrhopalites,10442799,4537189,10442799,"Arrhopalites postumicoides P.Cassagnau & C.Delamare Deboutteville, 1953",Arrhopalites postumicoides,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216353,Arrhopalites postumicus,Arrhopalites,10485528,4537177,10485528,"Arrhopalites postumicus Stach, 1945",Arrhopalites postumicus,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216354,Arrhopalites principalis,Arrhopalites,10118880,4537203,10118880,"Arrhopalites principalis Stach, 1945",Arrhopalites principalis,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216355,Arrhopalites pygmaeus,Arrhopalites,8580774,2122271,8580774,Arrhopalites pygmaeus (Wankel) Wankel,Arrhopalites pygmaeus,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216356,Arrhopalites secundarius,Arrhopalites,8617314,4537192,8617314,"Arrhopalites secundarius Gisin, 1958",Arrhopalites secundarius,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216357,Arrhopalites sericus,Arrhopalites,9903711,4537180,9903711,"Arrhopalites sericus Gisin, 1947",Arrhopalites sericus,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216358,Arrhopalites subbifidus,Arrhopalites,10391820,4537182,10391820,"Arrhopalites subbifidus Travé, Gadea & Delamare, 1954",Arrhopalites subbifidus,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216359,Arrhopalites subboneti,Arrhopalites,8580774,4537170,8580774,"Arrhopalites subboneti Cassagnau & Delamare Deboutteville, 1953",Arrhopalites subboneti,SPECIES,SYNONYM,EXACT,98,Pygmarrhopalites,FALSE
cdref:216360,Arrhopalites terricola,Arrhopalites,8490499,8490499,NA,"Pygmarrhopalites R.S.Vargovitsh, 2009",Pygmarrhopalites,GENUS,ACCEPTED,HIGHERRANK,97,Pygmarrhopalites,FALSE
cdref:216076,Axelsonia littoralis,Axelsonia,4309157,4309157,NA,"Axelsonia littoralis (R.Moniez, 1890)",Axelsonia littoralis,SPECIES,ACCEPTED,EXACT,97,Axelsonia,TRUE
cdref:215976,Axenyllodes bayeri,Axenyllodes,4538337,4538337,NA,"Axenyllodes bayeri (M.Kseneman, 1935)",Axenyllodes bayeri,SPECIES,ACCEPTED,EXACT,99,Axenyllodes,TRUE
cdref:443377,Axenyllodes britannicus,Axenyllodes,8322389,8322389,NA,"Axenyllodes britannicus Thibaud, 2006",Axenyllodes britannicus,SPECIES,ACCEPTED,EXACT,99,Axenyllodes,TRUE
cdref:215977,Axenyllodes clevai,Axenyllodes,4538342,4538342,NA,"Axenyllodes clevai Thibaud, 1995",Axenyllodes clevai,SPECIES,ACCEPTED,EXACT,99,Axenyllodes,TRUE
cdref:216077,Ballistura fitchi,Ballistura,4538991,4538991,NA,"Ballistura fitchi (Denis & J-R, 1933)",Ballistura fitchi,SPECIES,ACCEPTED,EXACT,99,Ballistura,TRUE
cdref:216078,Ballistura palustris,Ballistura,10709200,4538997,10709200,"Ballistura palustris (Cassagnau, 1959)",Ballistura palustris,SPECIES,SYNONYM,EXACT,98,Clavisotoma,FALSE
cdref:216079,Ballistura richardi,Ballistura,10806185,4538989,10806185,"Ballistura richardi (Denis, 1924)",Ballistura richardi,SPECIES,SYNONYM,EXACT,98,Clavisotoma,FALSE
cdref:216291,Bessoniella procera,Bessoniella,4539617,4539617,NA,"Bessoniella procera Deharveng & Thibaud, 1989",Bessoniella procera,SPECIES,ACCEPTED,EXACT,99,Bessoniella,TRUE
cdref:215917,Bilobella aurantiaca,Bilobella,4537275,4537275,NA,"Bilobella aurantiaca (E.Caroli, 1912)",Bilobella aurantiaca,SPECIES,ACCEPTED,EXACT,99,Bilobella,TRUE
cdref:215796,Bonetogastrura balazuci,Bonetogastrura,2121791,2121791,NA,"Bonetogastrura balazuci (Delamare Deboutteville, 1951)",Bonetogastrura balazuci,SPECIES,ACCEPTED,EXACT,99,Bonetogastrura,TRUE
cdref:215797,Bonetogastrura cavicola,Bonetogastrura,2121360,4538681,2121360,"Bonetogastrura cavicola (Börner, 1901)",Bonetogastrura cavicola,SPECIES,SYNONYM,EXACT,98,Ceratophysella,FALSE
cdref:215798,Bonetogastrura soulensis,Bonetogastrura,2121796,2121796,NA,"Bonetogastrura soulensis Thibaud, 1975",Bonetogastrura soulensis,SPECIES,ACCEPTED,EXACT,99,Bonetogastrura,TRUE
cdref:216361,Bourletiella arvalis,Bourletiella,2120633,2120633,NA,"Bourletiella arvalis (A.Fitch, 1863)",Bourletiella arvalis,SPECIES,ACCEPTED,EXACT,99,Bourletiella,TRUE
cdref:216365,Bourletiella canigouensis,Bourletiella,10894028,4537080,10894028,"Bourletiella canigouensis (Nayrolles, 1995)",Bourletiella canigouensis,SPECIES,SYNONYM,EXACT,98,Cassagnaudiella,FALSE
cdref:216366,Bourletiella coeruleovernalis,Bourletiella,4537086,4537086,NA,"Bourletiella coeruleovernalis Nayrolles, 1995",Bourletiella coeruleovernalis,SPECIES,ACCEPTED,EXACT,97,Bourletiella,TRUE
name_fallback:Bourletiella hortensis,Bourletiella hortensis,Bourletiella,2120616,2120616,NA,"Bourletiella hortensis (A.Fitch, 1863)",Bourletiella hortensis,SPECIES,ACCEPTED,EXACT,99,Bourletiella,TRUE
cdref:216367,Bourletiella luteovernalis,Bourletiella,7597033,4537079,7597033,"Bourletiella luteovernalis (Nayrolles, 1995)",Bourletiella luteovernalis,SPECIES,SYNONYM,EXACT,98,Cassagnaudiella,FALSE
cdref:216362,Bourletiella pistillum,Bourletiella,4537087,11010596,4537087,"Bourletiella pistillum U.Burkhardt, Schulz, H-J & A.Stark, 2016",Bourletiella pistillum,SPECIES,SYNONYM,EXACT,97,Bourletiella,TRUE
cdref:216368,Bourletiella pruinosa,Bourletiella,2991,2991,NA,Bourletiellidae,Bourletiellidae,FAMILY,ACCEPTED,HIGHERRANK,97,NA,FALSE
cdref:216363,Bourletiella radula,Bourletiella,4537092,4537092,NA,"Bourletiella radula Gisin, 1946",Bourletiella radula,SPECIES,ACCEPTED,EXACT,97,Bourletiella,TRUE
cdref:216369,Bourletiella trichroma,Bourletiella,4537087,4537081,4537087,"Bourletiella trichroma Nayrolles, 1995",Bourletiella trichroma,SPECIES,SYNONYM,EXACT,98,Bourletiella,TRUE
cdref:216364,Bourletiella viridescens,Bourletiella,4537094,4537094,NA,"Bourletiella viridescens Stach, 1920",Bourletiella viridescens,SPECIES,ACCEPTED,EXACT,99,Bourletiella,TRUE
cdref:215871,Brachystomella curvula,Brachystomella,4537719,4537719,NA,"Brachystomella curvula Gisin, 1948",Brachystomella curvula,SPECIES,ACCEPTED,EXACT,99,Brachystomella,TRUE
cdref:215872,Brachystomella nubila,Brachystomella,4537716,4537716,NA,"Brachystomella nubila Gisin, 1957",Brachystomella nubila,SPECIES,ACCEPTED,EXACT,99,Brachystomella,TRUE
cdref:215873,Brachystomella parvula,Brachystomella,2121936,2121936,NA,"Brachystomella parvula (Schäffer, 1896)",Brachystomella parvula,SPECIES,ACCEPTED,EXACT,99,Brachystomella,TRUE
cdref:216413,Caprainea echinata,Caprainea,4537257,4537251,4537257,"Caprainea echinata (Stach, 1930)",Caprainea echinata,SPECIES,SYNONYM,EXACT,98,Caprainea,TRUE
cdref:216414,Caprainea marginata,Caprainea,4537257,4537257,NA,"Caprainea marginata (H.Schött, 1893)",Caprainea marginata,SPECIES,ACCEPTED,EXACT,99,Caprainea,TRUE
cdref:215967,Cassagnaudina coiffaiti,Cassagnaudina,4537622,4537622,NA,"Cassagnaudina coiffaiti (P.Cassagnau, 1955)",Cassagnaudina coiffaiti,SPECIES,ACCEPTED,EXACT,99,Cassagnaudina,TRUE
cdref:215915,Catalanura catalana,Catalanura,4537480,4537480,NA,"Catalanura catalana (Deharveng, 1979)",Catalanura catalana,SPECIES,ACCEPTED,EXACT,99,Catalanura,TRUE
cdref:215799,Ceratophysella armata,Ceratophysella,2121372,2121372,NA,"Ceratophysella armata (H.Nicolet, 1842)",Ceratophysella armata,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215800,Ceratophysella bengtssoni,Ceratophysella,2121341,2121341,NA,"Ceratophysella bengtssoni (H.Ågren, 1904)",Ceratophysella bengtssoni,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215801,Ceratophysella cylindrica,Ceratophysella,2121329,2121329,NA,"Ceratophysella cylindrica P.Cassagnau, 1959",Ceratophysella cylindrica,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215802,Ceratophysella denticulata,Ceratophysella,2121271,2121271,NA,"Ceratophysella denticulata (Bagnall, 1941)",Ceratophysella denticulata,SPECIES,ACCEPTED,EXACT,97,Ceratophysella,TRUE
cdref:215803,Ceratophysella engadinensis,Ceratophysella,2121349,2121349,NA,"Ceratophysella engadinensis (Gisin, 1949)",Ceratophysella engadinensis,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215804,Ceratophysella falcifer,Ceratophysella,2121327,2121327,NA,"Ceratophysella falcifer P.Cassagnau, 1959",Ceratophysella falcifer,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
name_fallback:Ceratophysella gibbosa,Ceratophysella gibbosa,Ceratophysella,2121294,2121294,NA,"Ceratophysella gibbosa (R.S.Bagnall, 1940)",Ceratophysella gibbosa,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215805,Ceratophysella granulata,Ceratophysella,2121389,2121389,NA,"Ceratophysella granulata J.Stach, 1949",Ceratophysella granulata,SPECIES,ACCEPTED,EXACT,97,Ceratophysella,TRUE
cdref:215806,Ceratophysella norensis,Ceratophysella,2121361,2121361,NA,"Ceratophysella norensis P.Cassagnau, 1964",Ceratophysella norensis,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215807,Ceratophysella penicillifer,Ceratophysella,2121298,2121298,NA,"Ceratophysella penicillifer P.Cassagnau, 1964",Ceratophysella penicillifer,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215808,Ceratophysella pyrenaica,Ceratophysella,2121579,4538594,2121579,"Ceratophysella pyrenaica Cassagnau, 1959",Ceratophysella pyrenaica,SPECIES,SYNONYM,EXACT,98,Hypogastrura,FALSE
cdref:215809,Ceratophysella recta,Ceratophysella,2121350,2121350,NA,"Ceratophysella recta P.Cassagnau, 1959",Ceratophysella recta,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215810,Ceratophysella succinea,Ceratophysella,2121313,2121313,NA,"Ceratophysella succinea (Gisin, 1949)",Ceratophysella succinea,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215811,Ceratophysella tergilobata,Ceratophysella,2121293,2121293,NA,"Ceratophysella tergilobata (P.Cassagnau, 1954)",Ceratophysella tergilobata,SPECIES,ACCEPTED,EXACT,97,Ceratophysella,TRUE
cdref:215812,Ceratophysella tuberculata,Ceratophysella,2121378,2121378,NA,"Ceratophysella tuberculata P.Cassagnau, 1959",Ceratophysella tuberculata,SPECIES,ACCEPTED,EXACT,99,Ceratophysella,TRUE
cdref:215813,Choreutinula inermis,Choreutinula,2121399,2121399,NA,"Choreutinula inermis (Tullberg, 1871)",Choreutinula inermis,SPECIES,ACCEPTED,EXACT,99,Choreutinula,TRUE
cdref:216311,Coecobrya tenebricosa,Coecobrya,4539524,4539524,NA,"Coecobrya tenebricosa (J.W.Folsom, 1902)",Coecobrya tenebricosa,SPECIES,ACCEPTED,EXACT,99,Coecobrya,TRUE
cdref:216080,Coloburella cassagnaui,Coloburella,4538899,4538899,NA,"Coloburella cassagnaui Rusek, 1972",Coloburella cassagnaui,SPECIES,ACCEPTED,EXACT,99,Coloburella,TRUE
cdref:216081,Coloburella vandeli,Coloburella,4538900,4538900,NA,"Coloburella vandeli P.Cassagnau & C.Delamare Deboutteville, 1951",Coloburella vandeli,SPECIES,ACCEPTED,EXACT,99,Coloburella,TRUE
cdref:216082,Coloburella zangherii,Coloburella,4538897,4538897,NA,"Coloburella zangherii (Denis, 1924)",Coloburella zangherii,SPECIES,ACCEPTED,EXACT,99,Coloburella,TRUE
cdref:216083,Cryptopygus bipunctatus,Cryptopygus,7677955,2120230,7677955,"Cryptopygus bipunctata R.W.Poole, 1997",Cryptopygus bipunctata,SPECIES,SYNONYM,VARIANT,96,Proisotomodes,FALSE
cdref:216084,Cryptopygus debilis,Cryptopygus,10438049,2120187,10438049,"Cryptopygus debilis (Cassagnau, 1959)",Cryptopygus debilis,SPECIES,SYNONYM,EXACT,98,Proisotomodes,FALSE
cdref:216085,Cryptopygus delamarei,Cryptopygus,2120256,2120256,NA,"Cryptopygus delamarei Poinsot, 1970",Cryptopygus delamarei,SPECIES,ACCEPTED,EXACT,99,Cryptopygus,TRUE
cdref:216086,Cryptopygus orientalis,Cryptopygus,7386618,4539202,7386618,"Cryptopygus orientalis Poinsot, 1971",Cryptopygus orientalis,SPECIES,SYNONYM,EXACT,98,Hemisotoma,FALSE
cdref:216087,Cryptopygus ponticus,Cryptopygus,10223250,2120239,10223250,"Cryptopygus ponticus (Stach, 1947)",Cryptopygus ponticus,SPECIES,SYNONYM,EXACT,98,Hemisotoma,FALSE
cdref:216088,Cryptopygus scapelliferus,Cryptopygus,2120193,2120193,NA,"Cryptopygus scapelliferus (Gisin, 1955)",Cryptopygus scapelliferus,SPECIES,ACCEPTED,EXACT,99,Cryptopygus,TRUE
cdref:216089,Cryptopygus thermophilus,Cryptopygus,7386618,2120258,7386618,"Cryptopygus thermophila R.S.Yadav, 2017",Cryptopygus thermophila,SPECIES,SYNONYM,VARIANT,94,Hemisotoma,FALSE
cdref:443422,Cylindropygus ferox,Cylindropygus,2120410,2120410,NA,"Cylindropygus ferox Deharveng, Potapov & Bedos, 2005",Cylindropygus ferox,SPECIES,ACCEPTED,EXACT,99,Cylindropygus,TRUE
cdref:216312,Cyphoderus albinus,Cyphoderus,2120704,2120704,NA,"Cyphoderus albinus H.Nicolet, 1842",Cyphoderus albinus,SPECIES,ACCEPTED,EXACT,99,Cyphoderus,TRUE
cdref:216313,Cyphoderus bidenticulatus,Cyphoderus,10825093,10825093,NA,"Cyphoderus bidenticulatus (Parona, 1888)",Cyphoderus bidenticulatus,SPECIES,ACCEPTED,EXACT,99,Cyphoderus,TRUE
cdref:216314,Cyphoderus paralbinus,Cyphoderus,4538727,4538727,NA,"Cyphoderus paralbinus S.Jacquemart, 1980",Cyphoderus paralbinus,SPECIES,ACCEPTED,EXACT,99,Cyphoderus,TRUE
cdref:216315,Cyphoderus veneris,Cyphoderus,10825093,4538724,10825093,"Cyphoderus veneris Denis & J-R, 1923",Cyphoderus veneris,SPECIES,SYNONYM,EXACT,97,Cyphoderus,TRUE
cdref:216043,Deharvengiurus argus,Deharvengiurus,4538227,4538227,NA,"Deharvengiurus argus (Denis & J-R, 1924)",Deharvengiurus argus,SPECIES,ACCEPTED,EXACT,97,Deharvengiurus,TRUE
cdref:216044,Deharvengiurus lopezi,Deharvengiurus,4538214,4538214,NA,"Deharvengiurus lopezi (L.Deharveng & A.Gouze, 1984)",Deharvengiurus lopezi,SPECIES,ACCEPTED,EXACT,99,Deharvengiurus,TRUE
cdref:216045,Deharvengiurus pseudocantabricus,Deharvengiurus,4538232,4538232,NA,"Deharvengiurus pseudocantabricus (Gouze, 1983)",Deharvengiurus pseudocantabricus,SPECIES,ACCEPTED,EXACT,99,Deharvengiurus,TRUE
cdref:216090,Desoria duodecimoculata,Desoria,8311017,8311017,NA,"Desoria duodecimoculata Denis, 1927",Desoria duodecimoculata,SPECIES,ACCEPTED,EXACT,99,Desoria,TRUE
cdref:216091,Desoria fennica,Desoria,7909216,7909216,NA,"Desoria fennica (O.M.Reuter, 1895)",Desoria fennica,SPECIES,ACCEPTED,EXACT,99,Desoria,TRUE
cdref:216092,Desoria fjellbergi,Desoria,7987975,7987975,NA,"Desoria fjellbergi Najt, 1981",Desoria fjellbergi,SPECIES,ACCEPTED,EXACT,99,Desoria,TRUE
cdref:216093,Desoria nivalis,Desoria,11944888,11944888,NA,"Desoria nivalis Papon, 1856",Desoria nivalis,SPECIES,ACCEPTED,EXACT,99,Desoria,TRUE
cdref:216094,Desoria propinqua,Desoria,7408547,7408547,NA,"Desoria propinqua (Axelson, 1902)",Desoria propinqua,SPECIES,ACCEPTED,EXACT,99,Desoria,TRUE
cdref:216095,Desoria saltans,Desoria,7555763,7555763,NA,"Desoria saltans Agassiz M & Nicolet H, 1841",Desoria saltans,SPECIES,ACCEPTED,EXACT,99,Desoria,TRUE
cdref:216096,Desoria tigrina,Desoria,4640256,4640256,NA,"Desoria tigrina (Tullberg, 1871)",Desoria tigrina,SPECIES,ACCEPTED,EXACT,97,Desoria,TRUE
cdref:216097,Desoria violacea,Desoria,7866595,7866595,NA,"Desoria violacea (T.Tullberg, 1877)",Desoria violacea,SPECIES,ACCEPTED,EXACT,97,Desoria,TRUE
cdref:216051,Detriturus cassagnaui,Detriturus,4537800,4537800,NA,"Detriturus cassagnaui (C.Gers, 1980)",Detriturus cassagnaui,SPECIES,ACCEPTED,EXACT,99,Detriturus,TRUE
cdref:216033,Deuteraphorura angelieri,Deuteraphorura,4538187,4538187,NA,"Deuteraphorura angelieri (Izarra, 1968)",Deuteraphorura angelieri,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216034,Deuteraphorura antheuili,Deuteraphorura,4538168,4538168,NA,"Deuteraphorura antheuili (Denis & J-R, 1936)",Deuteraphorura antheuili,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216035,Deuteraphorura fimetaria,Deuteraphorura,4538083,4538081,4538083,"Deuteraphorura fimetaria Kovac, 2000",Deuteraphorura fimetaria,SPECIES,SYNONYM,EXACT,98,Deuteraphorura,TRUE
cdref:216036,Deuteraphorura ghidinii,Deuteraphorura,4538109,4538109,NA,"Deuteraphorura ghidinii (Denis, 1938)",Deuteraphorura ghidinii,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216037,Deuteraphorura gigoni,Deuteraphorura,4538089,4538089,NA,"Deuteraphorura gigoni (H.Gisin, 1962)",Deuteraphorura gigoni,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216038,Deuteraphorura handschini,Deuteraphorura,4538178,4538178,NA,"Deuteraphorura handschini (Denis & J-R, 1924)",Deuteraphorura handschini,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216039,Deuteraphorura hussoni,Deuteraphorura,4538097,4538097,NA,"Deuteraphorura hussoni (Denis, 1935)",Deuteraphorura hussoni,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216040,Deuteraphorura insubraria,Deuteraphorura,4538143,4538143,NA,"Deuteraphorura insubraria (Gisin, 1952)",Deuteraphorura insubraria,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216041,Deuteraphorura silvaria,Deuteraphorura,4538105,4538105,NA,"Deuteraphorura silvaria (Gisin, 1952)",Deuteraphorura silvaria,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
cdref:216042,Deuteraphorura vercoraria,Deuteraphorura,4538133,4538133,NA,"Deuteraphorura vercoraria (Gisin, 1963)",Deuteraphorura vercoraria,SPECIES,ACCEPTED,EXACT,99,Deuteraphorura,TRUE
