STATION;METHODE;REPETITION;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;RANK;?;?;Juvénile;ABONDANCE_TOTALE;REMARQUE_INDIVIDU;A VERIFIER;DETERMINATEUR;LEG;DATE_DETERMINATION
1491;trimanuel;1;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B3_T1;JFD-163;Brachyiulus pusillus;S;1;;;1;;;JF. DAVID;;
408;trimanuel;1;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B1_T41;JFD-41;Brachyiulus pusillus;S;;1;;1;;;JF. DAVID;;
1243;trimanuel;1;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B2_T62;JFD-143;Brachyiulus pusillus;S;1;2;;3;;;JF. DAVID;;
1875;trimanuel;2;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B3_T25;JFD-187;Brachyiulus pusillus;S;;;;1;;;JF. DAVID;;
1058;trimanuel;2;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B2_T46;JFD-127;Brachyiulus pusillus;S;;1;;1;;;JF. DAVID;;
730;trimanuel;2;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B2_T15;JFD-96;Brachyiulus pusillus;S;;2;;2;;;JF. DAVID;;
408;trimanuel;2;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B1_T43;JFD-43;Brachyiulus pusillus;S;;1;;1;;;JF. DAVID;;
1537;trimanuel;3;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B3_T8;JFD-170;Brachyiulus pusillus;S;2;;;2;;;JF. DAVID;;
1243;trimanuel;3;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B2_T63;JFD-144;Brachyiulus pusillus;S;1;3;;4;;;JF. DAVID;;
1243;trimanuel;4;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B2_T64;JFD-145;Brachyiulus pusillus;S;;4;;4;;;JF. DAVID;;
1875;trimanuel;5;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B3_T29;JFD-191;Brachyiulus pusillus;S;1;;;1;;;JF. DAVID;;
730;trimanuel;5;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B2_T16;JFD-97;Brachyiulus pusillus;S;2;1;;3;;;JF. DAVID;;
1243;trimanuel;6;Julida;Julidae;227621;Brachyiulus pusillus;Brachyiulus pusillus (Leach, 1814);DI_B2_T66;JFD-147;Brachyiulus pusillus;S;;1;;1;;;JF. DAVID;;
215;trimanuel;3;Chordeumatida;Chordeumatidae;212639;Chordeuma;Chordeuma C.L. Koch, 1847;DI_B1_T24;JFD-24;Chordeuma;G;;1;;1;;;JF. DAVID;;
926;Pitfall;1;Chordeumatida;Chordeumatidae;185651;Chordeumatidae;Chordeumatidae C.L. Koch, 1847;DI_B2_T32;JFD-113;Chordeumatidae;F;;1;;1;;;JF. DAVID;;
215;trimanuel;4;Chordeumatida;Chordeumatidae;185651;Chordeumatidae;Chordeumatidae C.L. Koch, 1847;DI_B1_T27;JFD-27;Chordeumatidae;F;;;4;4;;;JF. DAVID;;
215;trimanuel;5;Chordeumatida;Chordeumatidae;185651;Chordeumatidae;Chordeumatidae C.L. Koch, 1847;DI_B1_T31;JFD-31;Chordeumatidae;F;;;4;4;;;JF. DAVID;;
2276;Pitfall;2;Chordeumatida;0;894377;Craspedosomatidea;Craspedosomatidea Cook, 1895;DI_B3_T53;JFD-215;Craspedosomatidea;O;;;1;1;;;JF. DAVID;;
215;Pitfall;2;Chordeumatida;0;894377;Craspedosomatidea;Craspedosomatidea Cook, 1895;DI_B1_T12;JFD-12;Craspedosomatidea;O;;;1;1;;;JF. DAVID;;
2276;trimanuel;3;Chordeumatida;0;894377;Craspedosomatidea;Craspedosomatidea Cook, 1895;DI_B3_T58;JFD-220;Craspedosomatidea;O;;;;1;;;JF. DAVID;;
215;trimanuel;5;Chordeumatida;0;894377;Craspedosomatidea;Craspedosomatidea Cook, 1895;DI_B1_T30;JFD-30;Craspedosomatidea;O;;;2;2;des Opisthocheiron ?;;JF. DAVID;;
1768;Pitfall;2;Julida;Julidae;191421;Cylindroiulus;Cylindroiulus Verhoeff, 1894;DI_B3_T20;JFD-182;Cylindroiulus;G;;1;;1;;;JF. DAVID;;
476;Pitfall;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T55;JFD-55;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;
1174;Pitfall;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T55;JFD-136;Cylindroiulus caeruleocinctus;S;;;;1;;;JF. DAVID;;
1058;Pitfall;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T42;JFD-123;Cylindroiulus caeruleocinctus;S;2;3;;5;;;JF. DAVID;;
157;Pitfall;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T11;JFD-11;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;
812;Pitfall;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T25;JFD-106;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;
476;Pitfall;2;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T56;JFD-56;Cylindroiulus caeruleocinctus;S;;;1;1;;;JF. DAVID;;
1174;Pitfall;2;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T56;JFD-137;Cylindroiulus caeruleocinctus;S;2;;;2;;;JF. DAVID;;
137;Pitfall;3;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T3;JFD-3;Cylindroiulus caeruleocinctus;S;1;;;1;;;JF. DAVID;;20/09/2024
476;Pitfall;3;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T57;JFD-57;Cylindroiulus caeruleocinctus;S;;1;1;2;;;JF. DAVID;;
1058;Pitfall;3;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T44;JFD-125;Cylindroiulus caeruleocinctus;S;2;1;;3;;;JF. DAVID;;
137;Pitfall;4;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T6;JFD-6;Cylindroiulus caeruleocinctus;S;1;;;1;;;JF. DAVID;;20/09/2024
476;Pitfall;4;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T58;JFD-58;Cylindroiulus caeruleocinctus;S;4;2;;6;;;JF. DAVID;;
476;Pitfall;5;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T59;JFD-59;Cylindroiulus caeruleocinctus;S;3;;;3;;;JF. DAVID;;
1058;Pitfall;5;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T45;JFD-126;Cylindroiulus caeruleocinctus;S;;2;;2;;;JF. DAVID;;
476;Pitfall;6;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T60;JFD-60;Cylindroiulus caeruleocinctus;S;;;;6;;;JF. DAVID;;
476;trimanuel;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T48;JFD-48;Cylindroiulus caeruleocinctus;S;;;;6;;;JF. DAVID;;
1174;trimanuel;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T50;JFD-131;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;
1058;trimanuel;1;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T34;JFD-115;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;
1174;trimanuel;2;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T51;JFD-132;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;
1058;trimanuel;2;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T36;JFD-117;Cylindroiulus caeruleocinctus;S;1;;;1;;;JF. DAVID;;
157;trimanuel;2;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T8;JFD-8;Cylindroiulus caeruleocinctus;S;1;;;1;;;JF. DAVID;;20/09/2024
476;trimanuel;3;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T50;JFD-50;Cylindroiulus caeruleocinctus;S;1;;2;3;;;JF. DAVID;;
1174;trimanuel;3;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T52;JFD-133;Cylindroiulus caeruleocinctus;S;;;2;2;;;JF. DAVID;;
157;trimanuel;3;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T9;JFD-9;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;20/09/2024
476;trimanuel;4;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T52;JFD-52;Cylindroiulus caeruleocinctus;S;;;1;1;;;JF. DAVID;;
157;trimanuel;4;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T10;JFD-10;Cylindroiulus caeruleocinctus;S;;1;;1;;;JF. DAVID;;
476;trimanuel;5;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T53;JFD-53;Cylindroiulus caeruleocinctus;S;1;;1;2;1 isopode en plus;;JF. DAVID;;
1174;trimanuel;5;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T53;JFD-134;Cylindroiulus caeruleocinctus;S;1;1;1;3;;;JF. DAVID;;
1058;trimanuel;5;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T39;JFD-120;Cylindroiulus caeruleocinctus;S;;2;;2;1 chenille en plus;;JF. DAVID;;
476;trimanuel;6;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T54;JFD-54;Cylindroiulus caeruleocinctus;S;;;1;1;;;JF. DAVID;;
1174;trimanuel;6;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T54;JFD-135;Cylindroiulus caeruleocinctus;S;;2;4;6;;;JF. DAVID;;
1058;trimanuel;6;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B2_T40;JFD-121;Cylindroiulus caeruleocinctus;S;;;1;1;1 chilopode en plus;;JF. DAVID;;
157;trimanuel;6;Julida;Julidae;227623;Cylindroiulus caeruleocinctus;Cylindroiulus caeruleocinctus (Wood, 1864);DI_B1_T7;JFD-7;Cylindroiulus caeruleocinctus;S;1;;1;2;;;JF. DAVID;;20/09/2024
2182;Pitfall;6;Julida;Julidae;227626;Cylindroiulus latestriatus;Cylindroiulus latestriatus (Curtis, 1845);DI_B3_T43;JFD-205;Cylindroiulus latestriatus;S;1;;;1;;;JF. DAVID;;
2182;trimanuel;1;Julida;Julidae;227626;Cylindroiulus latestriatus;Cylindroiulus latestriatus (Curtis, 1845);DI_B3_T45;JFD-207;Cylindroiulus latestriatus;S;;1;;1;;;JF. DAVID;;
2142;trimanuel;1;Julida;Julidae;227626;Cylindroiulus latestriatus;Cylindroiulus latestriatus (Curtis, 1845);DI_B3_T37;JFD-199;Cylindroiulus latestriatus;S;;1;;1;;;JF. DAVID;;
1237;trimanuel;4;Julida;Julidae;227626;Cylindroiulus latestriatus;Cylindroiulus latestriatus (Curtis, 1845);DI_B2_T57;JFD-138;Cylindroiulus latestriatus;S;;1;;1;;;JF. DAVID;;
1237;trimanuel;5;Julida;Julidae;227626;Cylindroiulus latestriatus;Cylindroiulus latestriatus (Curtis, 1845);DI_B2_T58;JFD-139;Cylindroiulus latestriatus;S;1;;;1;;;JF. DAVID;;
2142;trimanuel;5;Julida;Julidae;227626;Cylindroiulus latestriatus;Cylindroiulus latestriatus (Curtis, 1845);DI_B3_T38;JFD-200;Cylindroiulus latestriatus;S;;1;1;2;;;JF. DAVID;;
1706;Pitfall;2;Julida;Julidae;227628;Cylindroiulus londinensis;Cylindroiulus londinensis (Leach, 1815);DI_B3_T16;JFD-178;Cylindroiulus londinensis;S;;;;1;;;JF. DAVID;;
1706;Pitfall;5;Julida;Julidae;227628;Cylindroiulus londinensis;Cylindroiulus londinensis (Leach, 1815);DI_B3_T18;JFD-180;Cylindroiulus londinensis;S;1;;;1;;;JF. DAVID;;
1706;trimanuel;2;Julida;Julidae;227628;Cylindroiulus londinensis;Cylindroiulus londinensis (Leach, 1815);DI_B3_T10;JFD-172;Cylindroiulus londinensis;S;;;1;1;;;JF. DAVID;;
620;trimanuel;3;Julida;Julidae;227628;Cylindroiulus londinensis;Cylindroiulus londinensis (Leach, 1815);DI_B1_T72;JFD-72;Cylindroiulus londinensis;S;;1;;1;;;JF. DAVID;;
1706;trimanuel;5;Julida;Julidae;227628;Cylindroiulus londinensis;Cylindroiulus londinensis (Leach, 1815);DI_B3_T13;JFD-175;Cylindroiulus londinensis;S;;2;;2;;;JF. DAVID;;
1706;trimanuel;6;Julida;Julidae;227628;Cylindroiulus londinensis;Cylindroiulus londinensis (Leach, 1815);DI_B3_T14;JFD-176;Cylindroiulus londinensis;S;;2;;2;;;JF. DAVID;;
2276;Pitfall;1;Julida;Julidae;969672;Cylindroiulus spinosus;Cylindroiulus spinosus (Ribaut, 1904);DI_B3_T51;JFD-213;Allajulus spinosus;S;;;;3;;;JF. DAVID;;
2276;Pitfall;2;Julida;Julidae;969672;Cylindroiulus spinosus;Cylindroiulus spinosus (Ribaut, 1904);DI_B3_T52;JFD-214;Allajulus spinosus;S;;1;;1;;;JF. DAVID;;
2276;Pitfall;3;Julida;Julidae;969672;Cylindroiulus spinosus;Cylindroiulus spinosus (Ribaut, 1904);DI_B3_T54;JFD-216;Allajulus spinosus;S;1;;1;2;;;JF. DAVID;;
