analyse_desc;PARAM;valeur;unite;STATION;VILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.8117055296897888;g/kg;827;ILE-D'ARZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.5204176306724548;g/kg;391;PARIS;6E;ARRONDISSEMENT
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.785922586917877;g/kg;633;PONT-SUR-YONNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.8130370378494263;g/kg;1768;AUCELON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;24.554389;cmol+/kg;1366;MAZERAY;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;16.913166;cmol+/kg;1826;GREZET-CAVAGNAN;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;18.285811;cmol+/kg;2076;ARLES;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;22.5781;cmol+/kg;2011;GOUTZ;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;23.454376;cmol+/kg;1875;CASTELNAU-MONTRATIER;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;11.835096;cmol+/kg;1537;EYZERAC;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;17.806418;cmol+/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;18.57871;cmol+/kg;1660;SAINT-LAURENT-DES-BATONS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;27.748943;cmol+/kg;1491;PLASSAC-ROUFFIAC;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;29.665859;cmol+/kg;1243;SOUVIGNE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;14.433209999999999;cmol+/kg;609;BEDEE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;44.061573;cmol+/kg;2034;LAURIS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;16.760518;cmol+/kg;408;SAIZERAIS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;3.4807379999999988;cmol+/kg;792;SAVIGNY-SUR-BRAYE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;34.492362;cmol+/kg;2205;EVENOS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;7.605706999999999;cmol+/kg;620;AVESNES-EN-SAOSNOIS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;12.913948000000001;cmol+/kg;1893;CAIRANNE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;21.024507;cmol+/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;6.128437000000002;cmol+/kg;1180;MALTAT;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;7.871269000000002;cmol+/kg;152;LINTOT;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;6.400511000000002;cmol+/kg;423;GUICLAN;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;2.9659290000000027;cmol+/kg;1141;TAGNIERE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;15.126193;cmol+/kg;157;MENERVAL;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;1.63;cmol+/kg;1694;LANTON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;9.872041;cmol+/kg;2021;BELMONT-SUR-RANCE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;35.5;cmol+/kg;1706;CALES;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;8.141297000000002;cmol+/kg;1556;PEAGE-DE-ROUSSILLON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;13.433191999999998;cmol+/kg;730;MAISONCELLES-DU-MAINE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;4.734349999999999;cmol+/kg;1372;SAINT-MAURICE-DES-LIONS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;14.492486;cmol+/kg;1477;BREGNIER-CORDON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;6.198609999999999;cmol+/kg;1030;PLAINE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;3.444469999999999;cmol+/kg;788;MEZERAY;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;21.700173;cmol+/kg;1237;TRANCHE-SUR-MER;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;6.589493999999998;cmol+/kg;2142;LESCAR;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;10.395503999999999;cmol+/kg;291;SUIPPES;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;9.450081;cmol+/kg;2182;LAGOS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;4.883091;cmol+/kg;827;ILE-D'ARZ;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;14.239605999999998;cmol+/kg;391;PARIS;6E;ARRONDISSEMENT
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;34.390265;cmol+/kg;633;PONT-SUR-YONNE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;32.486769;cmol+/kg;1768;AUCELON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;4.642776999999999;cmol+/kg;805;AUXERRE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;20.810952999999998;cmol+/kg;1992;PUIMOISSON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;18.95277;cmol+/kg;476;DAHLENHEIM;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;31.326705;cmol+/kg;1996;LE;MAS;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;27.429085;cmol+/kg;2260;QUINTILLAN;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;16.159924;cmol+/kg;137;CRECY-SUR-SERRE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;17.939112;cmol+/kg;2257;FESTES-ET-SAINT-ANDRE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;4.216469;cmol+/kg;1058;LOSNE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;32.51872;cmol+/kg;1064;COMBES;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;20.992950999999998;cmol+/kg;1310;VONNAS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;10.842545000000001;cmol+/kg;1274;CHENS-SUR-LEMAN;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;72.5;cmol+/kg;1090;BENGY-SUR-CRAON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;8.744565999999999;cmol+/kg;1174;DREVANT;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;6.418512;cmol+/kg;926;LEVONCOURT;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;10.462629;cmol+/kg;870;MONTJUSTIN-ET-VELOTTE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;5.265599000000002;cmol+/kg;1837;BELCASTEL;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;11.962295999999998;cmol+/kg;400;BUSSY-LETTRE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;12.848028;cmol+/kg;1549;AUZON;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;75.07;cmol+/kg;215;MERCY-LE-HAUT;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;8.740704000000001;cmol+/kg;1464;AURIERES;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;25.551676999999998;cmol+/kg;288;BELVAL;SOUS;CHATILLON
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;22.148384;cmol+/kg;1587;TRIZAC;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;27.288594;cmol+/kg;812;VITRY-EN-MONTAGNE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;17.389666;cmol+/kg;644;ILLOUD;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;14.425669;cmol+/kg;1677;SAINT-FRONT;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;3.8748070000000006;cmol+/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;47.966748;cmol+/kg;2276;AULUS-LES-BAINS;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;7.635100999999999;cmol+/kg;2312;PORTA;;
Capacité d'échange cationique cobaltihexammine (spectrocolorimétrie) - cmol+/kg;CEC;16.20936;cmol+/kg;1686;PERIER;;
Humidité sur sol frais - g/kg;Hum_frais;232.14285714300001;g/kg;1366;MAZERAY;;
Humidité sur sol frais - g/kg;Hum_frais;164.739884393;g/kg;1826;GREZET-CAVAGNAN;;
Humidité sur sol frais - g/kg;Hum_frais;211.40939597299996;g/kg;2076;ARLES;;
Humidité sur sol frais - g/kg;Hum_frais;181.00890207700002;g/kg;2011;GOUTZ;;
Humidité sur sol frais - g/kg;Hum_frais;189.11174785100002;g/kg;1875;CASTELNAU-MONTRATIER;;
Humidité sur sol frais - g/kg;Hum_frais;185.810810811;g/kg;1537;EYZERAC;;
Humidité sur sol frais - g/kg;Hum_frais;182.724252492;g/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Humidité sur sol frais - g/kg;Hum_frais;209.83606557400003;g/kg;1660;SAINT-LAURENT-DES-BATONS;;
Humidité sur sol frais - g/kg;Hum_frais;237.11340206199998;g/kg;1491;PLASSAC-ROUFFIAC;;
Humidité sur sol frais - g/kg;Hum_frais;259.493670886;g/kg;1243;SOUVIGNE;;
Humidité sur sol frais - g/kg;Hum_frais;312.88343558300005;g/kg;609;BEDEE;;
Humidité sur sol frais - g/kg;Hum_frais;196.85039370100003;g/kg;2034;LAURIS;;
Humidité sur sol frais - g/kg;Hum_frais;237.14285714300001;g/kg;408;SAIZERAIS;;
Humidité sur sol frais - g/kg;Hum_frais;217.79141104300004;g/kg;792;SAVIGNY-SUR-BRAYE;;
Humidité sur sol frais - g/kg;Hum_frais;195.94594594600005;g/kg;2205;EVENOS;;
Humidité sur sol frais - g/kg;Hum_frais;262.10826210799996;g/kg;620;AVESNES-EN-SAOSNOIS;;
Humidité sur sol frais - g/kg;Hum_frais;114.86486486499996;g/kg;1893;CAIRANNE;;
Humidité sur sol frais - g/kg;Hum_frais;340.625;g/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Humidité sur sol frais - g/kg;Hum_frais;201.75438596499998;g/kg;1180;MALTAT;;
Humidité sur sol frais - g/kg;Hum_frais;255.52050473199995;g/kg;152;LINTOT;;
Humidité sur sol frais - g/kg;Hum_frais;283.73702422099996;g/kg;423;GUICLAN;;
Humidité sur sol frais - g/kg;Hum_frais;203.07692307699995;g/kg;1141;TAGNIERE;;
Humidité sur sol frais - g/kg;Hum_frais;264.406779661;g/kg;157;MENERVAL;;
Humidité sur sol frais - g/kg;Hum_frais;88.96797153;g/kg;1694;LANTON;;
Humidité sur sol frais - g/kg;Hum_frais;176.47058823500004;g/kg;2021;BELMONT-SUR-RANCE;;
Humidité sur sol frais - g/kg;Hum_frais;337.83783783800004;g/kg;1706;CALES;;
Humidité sur sol frais - g/kg;Hum_frais;148.02631578900002;g/kg;1556;PEAGE-DE-ROUSSILLON;;
Humidité sur sol frais - g/kg;Hum_frais;322.695035461;g/kg;730;MAISONCELLES-DU-MAINE;;
Humidité sur sol frais - g/kg;Hum_frais;196.721311475;g/kg;1372;SAINT-MAURICE-DES-LIONS;;
Humidité sur sol frais - g/kg;Hum_frais;250;g/kg;1477;BREGNIER-CORDON;;
Humidité sur sol frais - g/kg;Hum_frais;179.810725552;g/kg;1030;PLAINE;;
Humidité sur sol frais - g/kg;Hum_frais;186.206896552;g/kg;788;MEZERAY;;
Humidité sur sol frais - g/kg;Hum_frais;214.705882353;g/kg;1237;TRANCHE-SUR-MER;;
Humidité sur sol frais - g/kg;Hum_frais;201.83486238499995;g/kg;2142;LESCAR;;
Humidité sur sol frais - g/kg;Hum_frais;191.12627986300004;g/kg;291;SUIPPES;;
Humidité sur sol frais - g/kg;Hum_frais;218.43003412999997;g/kg;2182;LAGOS;;
Humidité sur sol frais - g/kg;Hum_frais;170.06802721099996;g/kg;827;ILE-D'ARZ;;
Humidité sur sol frais - g/kg;Hum_frais;157.72870662499997;g/kg;391;PARIS;6E;ARRONDISSEMENT
Humidité sur sol frais - g/kg;Hum_frais;279.60526315799996;g/kg;633;PONT-SUR-YONNE;;
Humidité sur sol frais - g/kg;Hum_frais;160.71428571399997;g/kg;1768;AUCELON;;
Humidité sur sol frais - g/kg;Hum_frais;159.86394557799997;g/kg;805;AUXERRE;;
Humidité sur sol frais - g/kg;Hum_frais;111.48648648599999;g/kg;1992;PUIMOISSON;;
Humidité sur sol frais - g/kg;Hum_frais;183.27974276500004;g/kg;476;DAHLENHEIM;;
Humidité sur sol frais - g/kg;Hum_frais;245.84717608000005;g/kg;1996;LE;MAS;
Humidité sur sol frais - g/kg;Hum_frais;244.60431654700005;g/kg;2260;QUINTILLAN;;
Humidité sur sol frais - g/kg;Hum_frais;159.23566878999998;g/kg;137;CRECY-SUR-SERRE;;
Humidité sur sol frais - g/kg;Hum_frais;190.625;g/kg;2257;FESTES-ET-SAINT-ANDRE;;
Humidité sur sol frais - g/kg;Hum_frais;134.375;g/kg;1058;LOSNE;;
Humidité sur sol frais - g/kg;Hum_frais;334.426229508;g/kg;1064;COMBES;;
Humidité sur sol frais - g/kg;Hum_frais;229.508196721;g/kg;1310;VONNAS;;
Humidité sur sol frais - g/kg;Hum_frais;266.272189349;g/kg;1274;CHENS-SUR-LEMAN;;
Humidité sur sol frais - g/kg;Hum_frais;270.27027026999997;g/kg;1090;BENGY-SUR-CRAON;;
Humidité sur sol frais - g/kg;Hum_frais;127.03583061899997;g/kg;1174;DREVANT;;
Humidité sur sol frais - g/kg;Hum_frais;193.64161849699997;g/kg;926;LEVONCOURT;;
Humidité sur sol frais - g/kg;Hum_frais;246.10591900300005;g/kg;870;MONTJUSTIN-ET-VELOTTE;;
Humidité sur sol frais - g/kg;Hum_frais;188.40579710099996;g/kg;1837;BELCASTEL;;
Humidité sur sol frais - g/kg;Hum_frais;177.257525084;g/kg;400;BUSSY-LETTRE;;
Humidité sur sol frais - g/kg;Hum_frais;253.28947368399997;g/kg;1549;AUZON;;
Humidité sur sol frais - g/kg;Hum_frais;321.07023411399996;g/kg;215;MERCY-LE-HAUT;;
Humidité sur sol frais - g/kg;Hum_frais;468.86446886399995;g/kg;1464;AURIERES;;
Humidité sur sol frais - g/kg;Hum_frais;235.6687898;g/kg;288;BELVAL;SOUS;CHATILLON
Humidité sur sol frais - g/kg;Hum_frais;416.4037855;g/kg;1587;TRIZAC;;
Humidité sur sol frais - g/kg;Hum_frais;242.2360248;g/kg;812;VITRY-EN-MONTAGNE;;
Humidité sur sol frais - g/kg;Hum_frais;228.0701754;g/kg;644;ILLOUD;;
Humidité sur sol frais - g/kg;Hum_frais;481.9672131;g/kg;1677;SAINT-FRONT;;
Humidité sur sol frais - g/kg;Hum_frais;184.9529781;g/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Humidité sur sol frais - g/kg;Hum_frais;440.9937888;g/kg;2276;AULUS-LES-BAINS;;
Humidité sur sol frais - g/kg;Hum_frais;331.2101911;g/kg;2312;PORTA;;
Humidité sur sol frais - g/kg;Hum_frais;139.3188854;g/kg;1686;PERIER;;
pH eau;pH;8.21;-;1366;MAZERAY;;
pH eau;pH;8.26;-;1826;GREZET-CAVAGNAN;;
pH eau;pH;8.57;-;2076;ARLES;;
pH eau;pH;8.46;-;2011;GOUTZ;;
pH eau;pH;8.56;-;1875;CASTELNAU-MONTRATIER;;
pH eau;pH;6.98;-;1537;EYZERAC;;
pH eau;pH;7.6;-;1166;SAINT-PIERRE-DE-MAILLE;;
pH eau;pH;8.38;-;1660;SAINT-LAURENT-DES-BATONS;;
pH eau;pH;8.41;-;1491;PLASSAC-ROUFFIAC;;
pH eau;pH;7.95;-;1243;SOUVIGNE;;
pH eau;pH;7.46;-;609;BEDEE;;
pH eau;pH;7.9;-;2034;LAURIS;;
pH eau;pH;7.2;-;408;SAIZERAIS;;
pH eau;pH;5.05;-;792;SAVIGNY-SUR-BRAYE;;
pH eau;pH;8.22;-;2205;EVENOS;;
pH eau;pH;5.79;-;620;AVESNES-EN-SAOSNOIS;;
pH eau;pH;8.61;-;1893;CAIRANNE;;
pH eau;pH;6.79;-;223;SAINTE-MARGUERITE-D'ELLE;;
pH eau;pH;6.77;-;1180;MALTAT;;
pH eau;pH;6.51;-;152;LINTOT;;
pH eau;pH;6.14;-;423;GUICLAN;;
pH eau;pH;6.31;-;1141;TAGNIERE;;
pH eau;pH;6.63;-;157;MENERVAL;;
pH eau;pH;5.34;-;1694;LANTON;;
pH eau;pH;6.5;-;2021;BELMONT-SUR-RANCE;;
pH eau;pH;7.41;-;1706;CALES;;
pH eau;pH;8.49;-;1556;PEAGE-DE-ROUSSILLON;;
pH eau;pH;6.41;-;730;MAISONCELLES-DU-MAINE;;
pH eau;pH;5.47;-;1372;SAINT-MAURICE-DES-LIONS;;
pH eau;pH;8.26;-;1477;BREGNIER-CORDON;;
pH eau;pH;6.86;-;1030;PLAINE;;
pH eau;pH;6.39;-;788;MEZERAY;;
pH eau;pH;8.33;-;1237;TRANCHE-SUR-MER;;
pH eau;pH;6.32;-;2142;LESCAR;;
pH eau;pH;8.48;-;291;SUIPPES;;
pH eau;pH;6.21;-;2182;LAGOS;;
pH eau;pH;5.87;-;827;ILE-D'ARZ;;
pH eau;pH;8.39;-;391;PARIS;6E;ARRONDISSEMENT
pH eau;pH;7.85;-;633;PONT-SUR-YONNE;;
pH eau;pH;8.33;-;1768;AUCELON;;
pH eau;pH;4.3;-;805;AUXERRE;;
pH eau;pH;8.39;-;1992;PUIMOISSON;;
pH eau;pH;8.15;-;476;DAHLENHEIM;;
pH eau;pH;8.22;-;1996;LE;MAS;
pH eau;pH;6.77;-;2260;QUINTILLAN;;
pH eau;pH;7.9;-;137;CRECY-SUR-SERRE;;
pH eau;pH;7.64;-;2257;FESTES-ET-SAINT-ANDRE;;
pH eau;pH;6.43;-;1058;LOSNE;;
pH eau;pH;7.21;-;1064;COMBES;;
pH eau;pH;8.33;-;1310;VONNAS;;
pH eau;pH;6.76;-;1274;CHENS-SUR-LEMAN;;
pH eau;pH;8.29;-;1090;BENGY-SUR-CRAON;;
pH eau;pH;7.96;-;1174;DREVANT;;
pH eau;pH;5.03;-;926;LEVONCOURT;;
pH eau;pH;5.68;-;870;MONTJUSTIN-ET-VELOTTE;;
pH eau;pH;5.84;-;1837;BELCASTEL;;
pH eau;pH;8.39;-;400;BUSSY-LETTRE;;
pH eau;pH;6.21;-;1549;AUZON;;
pH eau;pH;7.78;-;215;MERCY-LE-HAUT;;
pH eau;pH;5.91;-;1464;AURIERES;;
pH eau;pH;8.08;-;288;BELVAL;SOUS;CHATILLON
pH eau;pH;5.87;-;1587;TRIZAC;;
pH eau;pH;7.27;-;812;VITRY-EN-MONTAGNE;;
pH eau;pH;6.03;-;644;ILLOUD;;
pH eau;pH;5.56;-;1677;SAINT-FRONT;;
pH eau;pH;5.18;-;1887;SAINT-MARTIN-DE-LANSUSCLE;;
pH eau;pH;6.85;-;2276;AULUS-LES-BAINS;;
pH eau;pH;5.11;-;2312;PORTA;;
pH eau;pH;6.36;-;1686;PERIER;;
Phosphore (P) - méthode Olsen - g/kg;P;0.057193274800000006;g/kg;1366;MAZERAY;;
Phosphore (P) - méthode Olsen - g/kg;P;0.035457063600000005;g/kg;1826;GREZET-CAVAGNAN;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0122549848;g/kg;2076;ARLES;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0045010296;g/kg;2011;GOUTZ;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0036845252000000006;g/kg;1875;CASTELNAU-MONTRATIER;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0058940184;g/kg;1537;EYZERAC;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0156397032;g/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0312536588;g/kg;1660;SAINT-LAURENT-DES-BATONS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0095711248;g/kg;1491;PLASSAC-ROUFFIAC;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0283611996;g/kg;1243;SOUVIGNE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0574485688;g/kg;609;BEDEE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0129440604;g/kg;2034;LAURIS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0329320532;g/kg;408;SAIZERAIS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.006308162000000001;g/kg;792;SAVIGNY-SUR-BRAYE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.006351802;g/kg;2205;EVENOS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.009010350799999999;g/kg;620;AVESNES-EN-SAOSNOIS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.008577005600000001;g/kg;1893;CAIRANNE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0437172428;g/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0165775268;g/kg;1180;MALTAT;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0483478832;g/kg;152;LINTOT;;
Phosphore (P) - méthode Olsen - g/kg;P;0.059182822399999994;g/kg;423;GUICLAN;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0130575244;g/kg;1141;TAGNIERE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0518286096;g/kg;157;MENERVAL;;
Phosphore (P) - méthode Olsen - g/kg;P;0.08289418000000001;g/kg;1694;LANTON;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0036709968;g/kg;2021;BELMONT-SUR-RANCE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0071120108;g/kg;1706;CALES;;
Phosphore (P) - méthode Olsen - g/kg;P;0.008077764;g/kg;1556;PEAGE-DE-ROUSSILLON;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0107459136;g/kg;730;MAISONCELLES-DU-MAINE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0037150732;g/kg;1372;SAINT-MAURICE-DES-LIONS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0069400692;g/kg;1477;BREGNIER-CORDON;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0468021544;g/kg;1030;PLAINE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.020137241599999998;g/kg;788;MEZERAY;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0251283484;g/kg;1237;TRANCHE-SUR-MER;;
Phosphore (P) - méthode Olsen - g/kg;P;0.021065900800000002;g/kg;2142;LESCAR;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0413807572;g/kg;291;SUIPPES;;
Phosphore (P) - méthode Olsen - g/kg;P;0.058829774800000005;g/kg;2182;LAGOS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.009738266;g/kg;827;ILE-D'ARZ;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0277035448;g/kg;391;PARIS;6E;ARRONDISSEMENT
Phosphore (P) - méthode Olsen - g/kg;P;0.0049609952;g/kg;633;PONT-SUR-YONNE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.00487677;g/kg;1768;AUCELON;;
Phosphore (P) - méthode Olsen - g/kg;P;0.002;g/kg;805;AUXERRE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.059880626000000006;g/kg;1992;PUIMOISSON;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0173276984;g/kg;476;DAHLENHEIM;;
Phosphore (P) - méthode Olsen - g/kg;P;0.008316911199999999;g/kg;1996;LE;MAS;
Phosphore (P) - méthode Olsen - g/kg;P;0.0119207024;g/kg;2260;QUINTILLAN;;
Phosphore (P) - méthode Olsen - g/kg;P;0.028068375200000002;g/kg;137;CRECY-SUR-SERRE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.002648948;g/kg;2257;FESTES-ET-SAINT-ANDRE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0363342276;g/kg;1058;LOSNE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.033454424;g/kg;1064;COMBES;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0098111448;g/kg;1310;VONNAS;;
Phosphore (P) - méthode Olsen - g/kg;P;0.031652092;g/kg;1274;CHENS-SUR-LEMAN;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0132464856;g/kg;1090;BENGY-SUR-CRAON;;
Phosphore (P) - méthode Olsen - g/kg;P;0.017831304;g/kg;1174;DREVANT;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0046232216;g/kg;926;LEVONCOURT;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0178679616;g/kg;870;MONTJUSTIN-ET-VELOTTE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.026306192;g/kg;1837;BELCASTEL;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0702948756;g/kg;400;BUSSY-LETTRE;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0135506564;g/kg;1549;AUZON;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0071233572;g/kg;215;MERCY-LE-HAUT;;
Phosphore (P) - méthode Olsen - g/kg;P;0.0181027448;g/kg;1464;AURIERES;;
