varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,metric,n_replicates,relative_delta_med,relative_delta_p10,relative_delta_p90
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_sorensen,5,1.4080298237859994,-0.05356932720387167,1.9805068078061767
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q0,5,8.078817733990144,7.51108132030559,9.992257639403679
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q1,5,3.03126986979774,2.844965223742463,3.9784614524980753
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q2,5,1.6186326186235718,1.5082012128218119,2.204272499705304
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,gamma,5,35.526315789473685,32.91497975708502,46.23376623376623
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_bray_curtis,5,0.1611850120423991,0.1304066593346156,0.2361594484966228
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_jaccard,5,1.6071952134945975,1.481332220636249,1.9023860989873485
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_occupancy,5,-20.252522837055803,-25.53071884121391,-18.57304128708748
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_sorensen,5,2.616532919942775,2.430221052153777,3.099458543771573
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q0,5,61.03286384976527,58.58630023975871,62.29136058537148
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q1,5,51.999632397825614,50.71727388746122,52.9063998412673
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q2,5,41.358342538008145,40.49815049956439,43.02863099272302
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,gamma,5,57.89473684210526,56.234817813765176,58.44155844155844
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_bray_curtis,5,-0.7638639262982204,-1.0496517001023613,-0.6259967217622406
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_jaccard,5,-1.1697911673278358,-1.4617407299152232,-0.9946874890977677
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_occupancy,5,2.331691297208548,0.26666679656458536,3.3231570559764836
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_sorensen,5,-1.9795800900725364,-2.501565760005116,-1.7172220628599428
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q0,5,24.334975369458128,22.704073827325,25.447462780757878
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q1,5,10.404036728383284,10.192175311994486,11.007573924149217
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q2,5,5.8810832433502025,5.706088889907875,6.242513992298715
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,gamma,5,51.94805194805195,50.77922077922078,54.97300944669366
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_bray_curtis,5,0.2878321785850658,0.2488367561831139,0.32582884713001864
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_jaccard,5,2.6105363698762827,2.434653188048546,2.7857094203455484
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_occupancy,5,-19.24243181553123,-20.055049408243672,-16.927441249871336
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_sorensen,5,4.313456530152921,4.001110984075464,4.5642709278625535
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q0,5,33.39901477832512,32.17942457410782,35.09074701372794
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q1,5,16.656001850882582,16.324566543532097,17.597465919355855
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q2,5,10.004362128903834,9.688388095654592,10.57206194953303
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,gamma,5,55.26315789473684,51.81818181818181,57.69651401230348
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_bray_curtis,5,0.30271645180307805,0.11880867758480276,0.36845574224761635
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_jaccard,5,2.097203796113575,1.818007747397488,2.2990361807134514
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_occupancy,5,-13.34326135517498,-15.28862976570623,-12.622700300681931
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_sorensen,5,3.4720536120002987,2.981029835836409,3.8027475901274457
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q0,5,0,0,0
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q1,5,0,0,0
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q2,5,0,0,0
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,gamma,5,0,-1.3089542036910458,0
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_bray_curtis,5,0,-0.0041374039546291305,0
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_jaccard,5,0,-0.014805209719582168,0
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_occupancy,5,0,0,1.3263157894736812
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_sorensen,5,0,-0.024924434630816793,0
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q0,5,46.0387323943662,44.73296594458694,52.188624576629984
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q1,5,24.09783151706399,22.391508013220502,25.179167239951123
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q2,5,13.795330621407949,12.80170073896906,14.616021589884518
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_bray_curtis,5,-2.644113847226703,-3.125211991574928,-2.3225517138098475
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_jaccard,5,-5.4965575389316825,-6.151333819464784,-4.4030038917795125
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_occupancy,5,46.03873239436618,44.73296594458695,52.18862457662998
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_sorensen,5,-8.800275605155427,-9.58812161172862,-7.198509428558985
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q0,5,6.8359375,6.195060319629231,7.94944717615357
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q1,5,2.5228563662629644,2.2462108766705757,3.1269739704156843
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q2,5,1.3109881115479034,1.1503573646419079,1.6986000785968496
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_bray_curtis,5,-0.19708074698822753,-0.2418899048464375,-0.14101022480230047
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_jaccard,5,-0.13695524741526846,-0.42693620300376406,0.06838929604705166
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_occupancy,5,6.835937499999992,6.195060319629219,7.949447176153567
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_sorensen,5,-0.2669084566006479,-0.7634826913773419,0.059253650060080654
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,alpha_q0,5,68.83802816901408,65.16849937780938,76.0678847375106
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,alpha_q1,5,43.146691734763444,41.55477456261802,45.66167644528437
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,alpha_q2,5,27.534418739989412,25.897868613728225,29.97150605752318
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,mean_bray_curtis,5,-5.402030922743895,-6.1668959574919,-4.695601811725396
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,mean_jaccard,5,-11.047671836826032,-11.187135974276385,-7.771537308079241
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,mean_occupancy,5,68.83802816901407,65.16849937780941,76.06788473751057
