varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,metric,n_replicates,relative_delta_med,relative_delta_p10,relative_delta_p90
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,mean_occupancy,5,-40.76557504536421,-44.65935367036688,-36.779793235983576
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,mean_sorensen,5,5.239307268975215,4.788223579152808,5.591350435524985
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q0,5,38.59649122807017,37.49176312872208,38.828557552209816
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q1,5,16.840759043283516,16.247833593245637,17.256775288153914
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q2,5,9.776203411036102,9.025080155543478,10.033505407317326
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,gamma,5,146.05263157894737,117.40890688259108,155.84415584415584
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_bray_curtis,5,0.3872616811644288,0.23569398363343036,0.49829500603183774
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_jaccard,5,3.8051090500500306,3.5176939754699688,4.576490342419713
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_occupancy,5,-43.52137782129497,-46.13191656774785,-36.45326806475621
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_sorensen,5,6.327541134962066,5.856978072328163,7.590773687202548
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,alpha_q0,5,71.82266009852218,70.12041304891558,76.21750757710822
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,alpha_q1,5,35.12307785724621,33.81615641117429,37.357249582717955
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,alpha_q2,5,20.0192693924539,19.449800822055053,21.645460276855758
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,gamma,5,163.1578947368421,148.50202429149797,187.79220779220776
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_bray_curtis,5,0.42429545001414515,0.10486075546378143,0.7608652414923889
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_jaccard,5,4.652112502990863,3.0518626165735974,5.9801089227289035
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_occupancy,5,-32.45633802816902,-40.23454411670184,-30.84210430310408
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_sorensen,5,7.796056231835478,5.0032986804733515,10.016967484574675
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,alpha_q0,5,8.270042194092841,7.598646990864811,9.084853951293981
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,alpha_q1,5,3.239285325093105,2.836855617523603,3.472213138360932
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,alpha_q2,5,1.6905922935910083,1.5237365535716763,1.971450043787041
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,gamma,5,59.21052631578947,47.722277722277724,73.61244019138755
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_bray_curtis,5,0.1459563314852389,0.06761573865383164,0.18103157334017514
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_jaccard,5,1.4807500196862324,1.0313127981306263,1.8610147106999118
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_occupancy,5,-31.68261205878761,-37.155250095058776,-26.981860965549828
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_sorensen,5,2.402881045198742,1.6645606537538669,3.0176289061561175
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,alpha_q0,5,122.70955165692008,121.71964323337315,129.2815118559458
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,alpha_q1,5,74.69620389244905,73.58866581437258,76.53473372700878
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,alpha_q2,5,45.9701890518408,45.57537422808035,46.08187965607675
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,gamma,5,184.21052631578948,171.05263157894734,197.9220779220779
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_bray_curtis,5,0.21434875928257055,-0.47943817753779505,0.8385532864709393
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_jaccard,5,3.6599989783521685,1.8559353652501558,4.95040900481445
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_occupancy,5,-20.013074031704523,-24.665489345486577,-17.524198837641272
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_sorensen,5,6.041107518014928,2.980983506175921,8.238255067345001
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,alpha_q0,5,24.978902953586516,24.644457942775013,26.713938805245263
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,alpha_q1,5,10.313957627317123,9.827698278618648,10.577241831552467
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,alpha_q2,5,5.61937485391104,5.301124944431583,5.862734675536353
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,gamma,5,118.18181818181819,100.40485829959513,136.0287081339713
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_bray_curtis,5,0.2726611957764339,0.22649202629004606,0.4123780455727881
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_jaccard,5,3.013272519215422,2.810895749315207,4.047862035821901
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_occupancy,5,-42.73066926575699,-46.61896155034975,-37.504822699655136
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_sorensen,5,4.957660528833971,4.591871583658289,6.695149257984405
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,alpha_q0,5,40.886699507389146,39.18187874750167,43.79048220074009
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,alpha_q1,5,17.330226236720385,17.135985040030107,17.567518336596127
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,alpha_q2,5,9.445048208091936,8.99582668945444,9.903944009354351
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,gamma,5,140.25974025974025,128.33333333333334,158.70813397129186
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_bray_curtis,5,0.4406205867193216,0.3589779442892872,0.6567590099026683
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_jaccard,5,4.143354979965167,3.7327342379960853,5.285012319590392
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_occupancy,5,-41.94879089615932,-45.428103607548856,-37.86809533842331
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_sorensen,5,6.8764970512432795,6.179695636251383,8.803333094212027
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,alpha_q0,5,-1.6748768472906344,-2.0133673732824575,-0.16877637130801224
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,alpha_q1,5,-1.4627219391986541,-2.1403385777364043,-0.05764887474396369
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,alpha_q2,5,-1.2357314647500992,-2.235254769696545,-0.022184840116774997
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,gamma,5,-6.578947368421052,-9.554655870445345,-3.6363636363636376
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_bray_curtis,5,-1.127355153349496,-1.566329691666305,-0.11947931553313558
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_jaccard,5,-1.0670346091632805,-2.3664216657995585,-0.2449082968223451
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_occupancy,5,5.03439107566036,3.5324208159756636,8.613540631815823
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_sorensen,5,-1.763959852020968,-3.8330786791494305,-0.39640785637578146
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q0,5,-33.81049761417859,-34.08835059049257,-32.88861413959762
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q1,5,-24.066393119823807,-24.587209674838455,-23.899140238293185
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q2,5,-17.99210761847936,-18.081837521240608,-17.53362535254102
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,gamma,5,-35.59322033898305,-36.647382920110196,-34.46537235583889
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_bray_curtis,5,0.15512013260988533,-0.01957893135677876,0.2760725418589007
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_jaccard,5,-0.2571054611504678,-0.7626016653349175,-0.03087281241348925
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_occupancy,5,3.7472714043172575,0.8312197485516032,4.874378865365239
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_sorensen,5,-0.3330872041473262,-1.190107336511141,0.012701774115322403
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,alpha_q0,5,-8.310991957104562,-8.869677205465134,-8.071155459700535
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,alpha_q1,5,-3.4451427045058165,-3.511099127804372,-3.118598964354283
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,alpha_q2,5,-1.8084299395131007,-1.9554410180956652,-1.5903682373794257
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,gamma,5,-28.703703703703702,-29.203463945811542,-27.582436959971787
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_bray_curtis,5,-0.14553202910038837,-0.17575792354911546,-0.11222835769120335
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_jaccard,5,-1.6817242074559178,-1.7803576742213774,-1.6497362855539144
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_occupancy,5,28.602764527697506,25.850161517164068,29.848677153762367
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_sorensen,5,-2.726442295972765,-2.8708961247598754,-2.6662230601692034
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,alpha_q0,5,-40.63472308649658,-41.21183521146581,-39.4511554187755
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,alpha_q1,5,-35.594040326729896,-36.31361088107371,-35.140700271815476
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,alpha_q2,5,-30.737780582111277,-31.425108327905985,-30.25249147263535
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,gamma,5,-36.97478991596638,-38.01652892561984,-35.988980716253444
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_bray_curtis,5,1.2655148216527483,0.8352617358981138,1.368663843352388
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_jaccard,5,1.9527535028207035,1.5158191545387312,2.0785968937806443
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_occupancy,5,-4.994087665647302,-7.036765237595921,-3.930927260048086
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_sorensen,5,3.372904126272569,2.631148743598194,3.5730279976711863
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,alpha_q0,5,-18.96024464831805,-20.55205111925779,-18.469703257652167
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,alpha_q1,5,-9.601630840540846,-10.357729186993328,-9.358366137429428
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,alpha_q2,5,-5.675429669273961,-6.286656305072432,-5.623754239100865
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,gamma,5,-34.45378151260504,-35.193564605329314,-33.32123137432872
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_bray_curtis,5,-0.31247267198861073,-0.35231963058811633,-0.2779042634336246
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_jaccard,5,-2.4502381935000517,-2.6150299127169743,-2.3587007054161386
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_occupancy,5,23.58602477744653,20.23603706238733,25.33808336365966
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_sorensen,5,-3.951136752725088,-4.242400996915294,-3.840081134161582
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,alpha_q0,5,-24.911284599006397,-25.772796028390797,-24.019679405019858
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,alpha_q1,5,-14.164859401043113,-14.645052575268796,-13.710807944799893
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,alpha_q2,5,-8.984596736515405,-9.517544398798064,-8.532647008126716
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,gamma,5,-35.59322033898305,-36.151515151515156,-34.12933869199854
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_bray_curtis,5,-0.26831993416248534,-0.30535973282217216,-0.06012445333679804
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_jaccard,5,-1.9447070715517494,-2.3021189764618493,-1.6810857743099545
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_occupancy,5,15.4462242562929,13.316766045822305,18.803377105568618
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_sorensen,5,-3.1936293179279165,-3.7515662472960845,-2.687245099823585
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q0,5,-74.58128078817735,-75.37850319841657,-70.07269227922126
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q1,5,-79.75103581000683,-81.47093977990052,-78.32995493430644
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q2,5,-79.99375744794602,-81.35956166520988,-79.23360482176125
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,gamma,5,-87.01298701298701,-88.55600539811067,-84.60697197539302
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_bray_curtis,5,-61.30354983523328,-63.93060469987206,-56.30720228701816
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_jaccard,5,-34.90747686624798,-37.89347379036658,-26.54074745341622
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_occupancy,5,92.67605633802818,85.36365385111165,132.24342465358797
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_sorensen,5,-44.69086021032091,-48.3876305648064,-35.84118838143327
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q0,5,-11.83098591549295,-14.214339116759898,-10.124449053668656
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q1,5,-11.366915827701291,-14.031762433320463,-10.187590166518003
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q2,5,-11.076596120050691,-13.517952708950078,-9.707601510276756
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,gamma,5,-40.25974025974026,-41.34532134532135,-38.68421052631579
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_bray_curtis,5,-10.042150379583479,-11.529140154735241,-8.657883368800821
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_jaccard,5,-11.29794094393963,-12.719440824056553,-10.462543855971202
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_occupancy,5,47.312058256586006,43.3017278743031,50.35054318697655
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_sorensen,5,-17.33200767673921,-19.36510400559558,-16.231182806979078
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q0,5,47.6056338028169,46.7031655962254,48.74310691868844
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q1,5,30.32330189872588,30.104973136298618,31.132113425841354
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q2,5,20.18015191079979,20.141219191571384,21.08505692566274
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,gamma,5,57.142857142857146,54.412955465587046,58.383458646616546
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_bray_curtis,5,0.032932613162319574,-0.2274336896436305,0.18074867873539935
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_jaccard,5,0.8913348131771047,0.024037857782432323,1.2242961029530173
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_occupancy,5,-5.475810738968643,-7.369898569612864,-3.9096494115370586
