requested_mean_error,realised_mean_error,candidate_pool,rarity_exponent,difficulty_multiplier,n_eligible_source_species,n_moved_individuals,workflow,realised_unresolved_rate,world_id,replicate_id,scenario
0,0,observed,0,1,60,0,genus,NA,30,5,genus_level
0,0,observed,0,1,60,0,family,NA,30,5,family_level
0.1,0.03102158762536121,observed,0,1,6,1095,species,0,31,1,observed_congeneric_error
0.1,0.09969403365629781,regional,0,1,36,3519,species,0,31,1,regional_congeneric_error
0.1,0.031248229361436907,observed,0.5,1,6,1103,species,0,31,1,rare_weighted_error
0,0,observed,0,1,6,0,mixed_rtu,0.1988781234064253,31,1,mixed_rtu_reporting
0,0,observed,0,1,6,0,drop_unresolved,0.20156949402232416,31,1,drop_unresolved
0,0,observed,0,1,6,0,rare_to_genus,0.0011048784633690295,31,1,rare_species_to_genus
0,0,observed,0,1,6,0,difficult_to_genus,0.6203184316391863,31,1,difficult_genera_to_genus
0,0,observed,0,1,6,0,genus,NA,31,1,genus_level
0,0,observed,0,1,6,0,family,NA,31,1,family_level
0.1,0.016342094511779925,observed,0,1,6,360,species,0,31,2,observed_congeneric_error
0.1,0.09405783285668891,regional,0,1,33,2072,species,0,31,2,regional_congeneric_error
0.1,0.01602433156293976,observed,0.5,1,6,353,species,0,31,2,rare_weighted_error
0,0,observed,0,1,6,0,mixed_rtu,0.1975577647646285,31,2,mixed_rtu_reporting
0,0,observed,0,1,6,0,drop_unresolved,0.2051840755367924,31,2,drop_unresolved
0,0,observed,0,1,6,0,rare_to_genus,0.0013618412093149939,31,2,rare_species_to_genus
0,0,observed,0,1,6,0,difficult_to_genus,0.06486903627037087,31,2,difficult_genera_to_genus
0,0,observed,0,1,6,0,genus,NA,31,2,genus_level
0,0,observed,0,1,6,0,family,NA,31,2,family_level
0.1,0.012094473814323204,observed,0,1,8,318,species,0,31,3,observed_congeneric_error
0.1,0.10185220400867151,regional,0,1,38,2678,species,0,31,3,regional_congeneric_error
0.1,0.012817099608260754,observed,0.5,1,8,337,species,0,31,3,rare_weighted_error
0,0,observed,0,1,8,0,mixed_rtu,0.20244932111208302,31,3,mixed_rtu_reporting
0,0,observed,0,1,8,0,drop_unresolved,0.19971094968242498,31,3,drop_unresolved
0,0,observed,0,1,8,0,rare_to_genus,0.0023580420644277946,31,3,rare_species_to_genus
0,0,observed,0,1,8,0,difficult_to_genus,0.22466055604153196,31,3,difficult_genera_to_genus
0,0,observed,0,1,8,0,genus,NA,31,3,genus_level
0,0,observed,0,1,8,0,family,NA,31,3,family_level
0.1,0.014976617533889777,observed,0,1,5,506,species,0,31,4,observed_congeneric_error
0.1,0.07509027407802048,regional,0,1,35,2537,species,0,31,4,regional_congeneric_error
0.1,0.016012549576747765,observed,0.5,1,5,541,species,0,31,4,rare_weighted_error
0,0,observed,0,1,5,0,mixed_rtu,0.19555437163322087,31,4,mixed_rtu_reporting
0,0,observed,0,1,5,0,drop_unresolved,0.19795181436097797,31,4,drop_unresolved
0,0,observed,0,1,5,0,rare_to_genus,0.0022198543775528326,31,4,rare_species_to_genus
0,0,observed,0,1,5,0,difficult_to_genus,0.18442550168708932,31,4,difficult_genera_to_genus
0,0,observed,0,1,5,0,genus,NA,31,4,genus_level
0,0,observed,0,1,5,0,family,NA,31,4,family_level
0.1,0.03911164597122696,observed,0,1,10,1430,species,0,31,5,observed_congeneric_error
0.1,0.10163557792243312,regional,0,1,41,3716,species,0,31,5,regional_congeneric_error
0.1,0.03943985558776872,observed,0.5,1,10,1442,species,0,31,5,rare_weighted_error
0,0,observed,0,1,10,0,mixed_rtu,0.199496745254636,31,5,mixed_rtu_reporting
0,0,observed,0,1,10,0,drop_unresolved,0.19875827361741694,31,5,drop_unresolved
0,0,observed,0,1,10,0,rare_to_genus,0.0013128384661670587,31,5,rare_species_to_genus
0,0,observed,0,1,10,0,difficult_to_genus,0.24580165198840326,31,5,difficult_genera_to_genus
0,0,observed,0,1,10,0,genus,NA,31,5,genus_level
0,0,observed,0,1,10,0,family,NA,31,5,family_level
0.1,0.04750888209534826,observed,0,1,34,1725,species,0,32,1,observed_congeneric_error
0.1,0.094935140047922,regional,0,1,69,3447,species,0,32,1,regional_congeneric_error
0.1,0.047922002809220855,observed,0.5,1,34,1740,species,0,32,1,rare_weighted_error
0,0,observed,0,1,34,0,mixed_rtu,0.20353080503456444,32,1,mixed_rtu_reporting
0,0,observed,0,1,34,0,drop_unresolved,0.20160290836982564,32,1,drop_unresolved
0,0,observed,0,1,34,0,rare_to_genus,0.04816987523754441,32,1,rare_species_to_genus
0,0,observed,0,1,34,0,difficult_to_genus,0.3135586218292985,32,1,difficult_genera_to_genus
0,0,observed,0,1,34,0,genus,NA,32,1,genus_level
0,0,observed,0,1,34,0,family,NA,32,1,family_level
0.1,0.07076093285526033,observed,0,1,50,2309,species,0,32,2,observed_congeneric_error
0.1,0.10054855811957954,regional,0,1,71,3281,species,0,32,2,regional_congeneric_error
0.1,0.07097545279029144,observed,0.5,1,50,2316,species,0,32,2,rare_weighted_error
0,0,observed,0,1,50,0,mixed_rtu,0.2021390702093102,32,2,mixed_rtu_reporting
0,0,observed,0,1,50,0,drop_unresolved,0.2023535901443413,32,2,drop_unresolved
0,0,observed,0,1,50,0,rare_to_genus,0.058226839508442894,32,2,rare_species_to_genus
0,0,observed,0,1,50,0,difficult_to_genus,0.29465845361772547,32,2,difficult_genera_to_genus
0,0,observed,0,1,50,0,genus,NA,32,2,genus_level
0,0,observed,0,1,50,0,family,NA,32,2,family_level
0.1,0.05556488635091255,observed,0,1,40,1985,species,0,32,3,observed_congeneric_error
0.1,0.09469824207815475,regional,0,1,70,3383,species,0,32,3,regional_congeneric_error
0.1,0.05497704624342179,observed,0.5,1,40,1964,species,0,32,3,rare_weighted_error
0,0,observed,0,1,40,0,mixed_rtu,0.20104131676184078,32,3,mixed_rtu_reporting
0,0,observed,0,1,40,0,drop_unresolved,0.19930578882543948,32,3,drop_unresolved
0,0,observed,0,1,40,0,rare_to_genus,0.04204456387862501,32,3,rare_species_to_genus
0,0,observed,0,1,40,0,difficult_to_genus,0.33327734856119134,32,3,difficult_genera_to_genus
0,0,observed,0,1,40,0,genus,NA,32,3,genus_level
0,0,observed,0,1,40,0,family,NA,32,3,family_level
0.1,0.04254881808838643,observed,0,1,33,1449,species,0,32,4,observed_congeneric_error
0.1,0.09707825576273675,regional,0,1,70,3306,species,0,32,4,regional_congeneric_error
0.1,0.04542651593011305,observed,0.5,1,33,1547,species,0,32,4,rare_weighted_error
0,0,observed,0,1,33,0,mixed_rtu,0.19750403758625756,32,4,mixed_rtu_reporting
0,0,observed,0,1,33,0,drop_unresolved,0.2000293642636911,32,4,drop_unresolved
0,0,observed,0,1,33,0,rare_to_genus,0.050124798120687125,32,4,rare_species_to_genus
0,0,observed,0,1,33,0,difficult_to_genus,0.3985905153428278,32,4,difficult_genera_to_genus
0,0,observed,0,1,33,0,genus,NA,32,4,genus_level
0,0,observed,0,1,33,0,family,NA,32,4,family_level
0.1,0.054706355591311345,observed,0,1,41,1904,species,0,32,5,observed_congeneric_error
0.1,0.09659809217331342,regional,0,1,70,3362,species,0,32,5,regional_congeneric_error
0.1,0.052810021836570506,observed,0.5,1,41,1838,species,0,32,5,rare_weighted_error
0,0,observed,0,1,41,0,mixed_rtu,0.19647166992299736,32,5,mixed_rtu_reporting
0,0,observed,0,1,41,0,drop_unresolved,0.20060912538788644,32,5,drop_unresolved
0,0,observed,0,1,41,0,rare_to_genus,0.05413170899896563,32,5,rare_species_to_genus
0,0,observed,0,1,41,0,difficult_to_genus,0.27338811630847026,32,5,difficult_genera_to_genus
0,0,observed,0,1,41,0,genus,NA,32,5,genus_level
0,0,observed,0,1,41,0,family,NA,32,5,family_level
0.1,0,observed,0,1,0,0,species,0,33,1,observed_congeneric_error
0.1,0,regional,0,1,0,0,species,0,33,1,regional_congeneric_error
0.1,0,observed,0.5,1,0,0,species,0,33,1,rare_weighted_error
0,0,observed,0,1,0,0,mixed_rtu,0.19937459253318868,33,1,mixed_rtu_reporting
0,0,observed,0,1,0,0,drop_unresolved,0.1996399868456732,33,1,drop_unresolved
0,0,observed,0,1,0,0,rare_to_genus,0.022875835847848285,33,1,rare_species_to_genus
0,0,observed,0,1,0,0,difficult_to_genus,0.0545558395402909,33,1,difficult_genera_to_genus
0,0,observed,0,1,0,0,genus,NA,33,1,genus_level
0,0,observed,0,1,0,0,family,NA,33,1,family_level
0.1,0,observed,0,1,0,0,species,0,33,2,observed_congeneric_error
0.1,0,regional,0,1,0,0,species,0,33,2,regional_congeneric_error
0.1,0,observed,0.5,1,0,0,species,0,33,2,rare_weighted_error
0,0,observed,0,1,0,0,mixed_rtu,0.1993054920954035,33,2,mixed_rtu_reporting
0,0,observed,0,1,0,0,drop_unresolved,0.19981380791373482,33,2,drop_unresolved
0,0,observed,0,1,0,0,rare_to_genus,0.0294480489810838,33,2,rare_species_to_genus
0,0,observed,0,1,0,0,difficult_to_genus,0.0919137804989491,33,2,difficult_genera_to_genus
0,0,observed,0,1,0,0,genus,NA,33,2,genus_level
0,0,observed,0,1,0,0,family,NA,33,2,family_level
0.1,0,observed,0,1,0,0,species,0,33,3,observed_congeneric_error
0.1,0,regional,0,1,0,0,species,0,33,3,regional_congeneric_error
0.1,0,observed,0.5,1,0,0,species,0,33,3,rare_weighted_error
0,0,observed,0,1,0,0,mixed_rtu,0.19996475290077942,33,3,mixed_rtu_reporting
0,0,observed,0,1,0,0,drop_unresolved,0.20123251146951981,33,3,drop_unresolved
0,0,observed,0,1,0,0,rare_to_genus,0.028385284904577007,33,3,rare_species_to_genus
0,0,observed,0,1,0,0,difficult_to_genus,0.11145473874508957,33,3,difficult_genera_to_genus
0,0,observed,0,1,0,0,genus,NA,33,3,genus_level
0,0,observed,0,1,0,0,family,NA,33,3,family_level
0.1,0,observed,0,1,0,0,species,0,33,4,observed_congeneric_error
0.1,0,regional,0,1,0,0,species,0,33,4,regional_congeneric_error
0.1,0,observed,0.5,1,0,0,species,0,33,4,rare_weighted_error
0,0,observed,0,1,0,0,mixed_rtu,0.20038238488020144,33,4,mixed_rtu_reporting
0,0,observed,0,1,0,0,drop_unresolved,0.20132390656408128,33,4,drop_unresolved
0,0,observed,0,1,0,0,rare_to_genus,0.026085349229454033,33,4,rare_species_to_genus
0,0,observed,0,1,0,0,difficult_to_genus,0.023393636930754833,33,4,difficult_genera_to_genus
0,0,observed,0,1,0,0,genus,NA,33,4,genus_level
0,0,observed,0,1,0,0,family,NA,33,4,family_level
0.1,0,observed,0,1,0,0,species,0,33,5,observed_congeneric_error
0.1,0,regional,0,1,0,0,species,0,33,5,regional_congeneric_error
0.1,0,observed,0.5,1,0,0,species,0,33,5,rare_weighted_error
0,0,observed,0,1,0,0,mixed_rtu,0.20014136006188676,33,5,mixed_rtu_reporting
0,0,observed,0,1,0,0,drop_unresolved,0.19835488053961703,33,5,drop_unresolved
0,0,observed,0,1,0,0,rare_to_genus,0.029373953017258172,33,5,rare_species_to_genus
0,0,observed,0,1,0,0,difficult_to_genus,0.03292465063472894,33,5,difficult_genera_to_genus
0,0,observed,0,1,0,0,genus,NA,33,5,genus_level
0,0,observed,0,1,0,0,family,NA,33,5,family_level
0.1,0.09533308591575432,observed,0,1,340,2055,species,0,34,1,observed_congeneric_error
0.1,0.09964742994989793,regional,0,1,353,2148,species,0,34,1,regional_congeneric_error
0.1,0.10011133791055854,observed,0.5,1,340,2158,species,0,34,1,rare_weighted_error
0,0,observed,0,1,340,0,mixed_rtu,0.20017628502505103,34,1,mixed_rtu_reporting
0,0,observed,0,1,340,0,drop_unresolved,0.20249582482835404,34,1,drop_unresolved
0,0,observed,0,1,340,0,rare_to_genus,0.0037112636852848395,34,1,rare_species_to_genus
0,0,observed,0,1,340,0,difficult_to_genus,0.16700686583781776,34,1,difficult_genera_to_genus
0,0,observed,0,1,340,0,genus,NA,34,1,genus_level
0,0,observed,0,1,340,0,family,NA,34,1,family_level
0.1,0.09920069129401599,observed,0,1,370,2296,species,0,34,2,observed_congeneric_error
0.1,0.09768848563404622,regional,0,1,382,2261,species,0,34,2,regional_congeneric_error
0.1,0.09518254482609635,observed,0.5,1,370,2203,species,0,34,2,rare_weighted_error
0,0,observed,0,1,370,0,mixed_rtu,0.1995247353640095,34,2,mixed_rtu_reporting
0,0,observed,0,1,370,0,drop_unresolved,0.1974940591920501,34,2,drop_unresolved
0,0,observed,0,1,370,0,rare_to_genus,0.005098293367898034,34,2,rare_species_to_genus
0,0,observed,0,1,370,0,difficult_to_genus,0.1830200907323396,34,2,difficult_genera_to_genus
0,0,observed,0,1,370,0,genus,NA,34,2,genus_level
0,0,observed,0,1,370,0,family,NA,34,2,family_level
0.1,0.09556399449150774,observed,0,1,346,2290,species,0,34,3,observed_congeneric_error
0.1,0.09982055669156617,regional,0,1,357,2392,species,0,34,3,regional_congeneric_error
0.1,0.09656553853858031,observed,0.5,1,346,2314,species,0,34,3,rare_weighted_error
0,0,observed,0,1,346,0,mixed_rtu,0.1993907273713642,34,3,mixed_rtu_reporting
0,0,observed,0,1,346,0,drop_unresolved,0.19922380336351875,34,3,drop_unresolved
0,0,observed,0,1,346,0,rare_to_genus,0.004423486207903852,34,3,rare_species_to_genus
0,0,observed,0,1,346,0,difficult_to_genus,0.1928806910653925,34,3,difficult_genera_to_genus
0,0,observed,0,1,346,0,genus,NA,34,3,genus_level
0,0,observed,0,1,346,0,family,NA,34,3,family_level
0.1,0.09476841961729013,observed,0,1,347,2085,species,0,34,4,observed_congeneric_error
0.1,0.10199536384709786,regional,0,1,356,2244,species,0,34,4,regional_congeneric_error
0.1,0.10149538657333758,observed,0.5,1,347,2233,species,0,34,4,rare_weighted_error
0,0,observed,0,1,347,0,mixed_rtu,0.1998090995863825,34,4,mixed_rtu_reporting
0,0,observed,0,1,347,0,drop_unresolved,0.1960365437934639,34,4,drop_unresolved
0,0,observed,0,1,347,0,rare_to_genus,0.005136130175901096,34,4,rare_species_to_genus
0,0,observed,0,1,347,0,difficult_to_genus,0.170992227626017,34,4,difficult_genera_to_genus
0,0,observed,0,1,347,0,genus,NA,34,4,genus_level
0,0,observed,0,1,347,0,family,NA,34,4,family_level
0.1,0.09639932287139132,observed,0,1,353,2107,species,0,34,5,observed_congeneric_error
0.1,0.09919019078556068,regional,0,1,366,2168,species,0,34,5,regional_congeneric_error
0.1,0.0971771057327172,observed,0.5,1,353,2124,species,0,34,5,rare_weighted_error
0,0,observed,0,1,353,0,mixed_rtu,0.20158301688246327,34,5,mixed_rtu_reporting
0,0,observed,0,1,353,0,drop_unresolved,0.20011895502584987,34,5,drop_unresolved
0,0,observed,0,1,353,0,rare_to_genus,0.0055359838953195776,34,5,rare_species_to_genus
0,0,observed,0,1,353,0,difficult_to_genus,0.1927071418767443,34,5,difficult_genera_to_genus
0,0,observed,0,1,353,0,genus,NA,34,5,genus_level
0,0,observed,0,1,353,0,family,NA,34,5,family_level
0.1,0.0965522035312109,observed,0,1,131,1389,species,0,35,1,observed_congeneric_error
0.1,0.10364243014041429,regional,0,1,137,1491,species,0,35,1,regional_congeneric_error
0.1,0.09530098707076325,observed,0.5,1,131,1371,species,0,35,1,rare_weighted_error
0,0,observed,0,1,131,0,mixed_rtu,0.19692756846934523,35,1,mixed_rtu_reporting
0,0,observed,0,1,131,0,drop_unresolved,0.1955373279577367,35,1,drop_unresolved
0,0,observed,0,1,131,0,rare_to_genus,0.0066036424301404145,35,1,rare_species_to_genus
0,0,observed,0,1,131,0,difficult_to_genus,0.043166967885444184,35,1,difficult_genera_to_genus
0,0,observed,0,1,131,0,genus,NA,35,1,genus_level
0,0,observed,0,1,131,0,family,NA,35,1,family_level
0.1,0.09969105568532892,observed,0,1,125,1323,species,0,35,2,observed_congeneric_error
0.1,0.0999171125009419,regional,0,1,133,1326,species,0,35,2,regional_congeneric_error
0.1,0.09577273754803707,observed,0.5,1,125,1271,species,0,35,2,rare_weighted_error
0,0,observed,0,1,125,0,mixed_rtu,0.2028483158767237,35,2,mixed_rtu_reporting
0,0,observed,0,1,125,0,drop_unresolved,0.20186873634240077,35,2,drop_unresolved
0,0,observed,0,1,125,0,rare_to_genus,0.00904227262451963,35,2,rare_species_to_genus
0,0,observed,0,1,125,0,difficult_to_genus,0.2568005425363575,35,2,difficult_genera_to_genus
0,0,observed,0,1,125,0,genus,NA,35,2,genus_level
0,0,observed,0,1,125,0,family,NA,35,2,family_level
0.1,0.09240168003054601,observed,0,1,126,1210,species,0,35,3,observed_congeneric_error
0.1,0.09942726231386025,regional,0,1,132,1302,species,0,35,3,regional_congeneric_error
0.1,0.0965253913707522,observed,0.5,1,126,1264,species,0,35,3,rare_weighted_error
0,0,observed,0,1,126,0,mixed_rtu,0.19755631920580374,35,3,mixed_rtu_reporting
0,0,observed,0,1,126,0,drop_unresolved,0.19870179457808324,35,3,drop_unresolved
0,0,observed,0,1,126,0,rare_to_genus,0.006949217258495609,35,3,rare_species_to_genus
0,0,observed,0,1,126,0,difficult_to_genus,0.21496754486445208,35,3,difficult_genera_to_genus
0,0,observed,0,1,126,0,genus,NA,35,3,genus_level
0,0,observed,0,1,126,0,family,NA,35,3,family_level
0.1,0.09576377670077185,observed,0,1,128,1067,species,0,35,4,observed_congeneric_error
0.1,0.09657153114342129,regional,0,1,132,1076,species,0,35,4,regional_congeneric_error
0.1,0.10052055286304075,observed,0.5,1,128,1120,species,0,35,4,rare_weighted_error
0,0,observed,0,1,128,0,mixed_rtu,0.1982588404236223,35,4,mixed_rtu_reporting
0,0,observed,0,1,128,0,drop_unresolved,0.1961945790701849,35,4,drop_unresolved
0,0,observed,0,1,128,0,rare_to_genus,0.009513552324537785,35,4,rare_species_to_genus
0,0,observed,0,1,128,0,difficult_to_genus,0.15805061927840602,35,4,difficult_genera_to_genus
0,0,observed,0,1,128,0,genus,NA,35,4,genus_level
0,0,observed,0,1,128,0,family,NA,35,4,family_level
0.1,0.10018245148449162,observed,0,1,128,1208,species,0,35,5,observed_congeneric_error
0.1,0.10291922375186598,regional,0,1,132,1241,species,0,35,5,regional_congeneric_error
0.1,0.0996848565267872,observed,0.5,1,128,1202,species,0,35,5,rare_weighted_error
0,0,observed,0,1,128,0,mixed_rtu,0.20343340520816056,35,5,mixed_rtu_reporting
0,0,observed,0,1,128,0,drop_unresolved,0.1963012108143971,35,5,drop_unresolved
0,0,observed,0,1,128,0,rare_to_genus,0.0077956543373693815,35,5,rare_species_to_genus
0,0,observed,0,1,128,0,difficult_to_genus,0.1954718858848897,35,5,difficult_genera_to_genus
0,0,observed,0,1,128,0,genus,NA,35,5,genus_level
0,0,observed,0,1,128,0,family,NA,35,5,family_level
0.1,0.06702367823746666,observed,0,1,326,65820,species,0,36,1,observed_congeneric_error
0.1,0.08166665139235531,regional,0,1,395,80200,species,0,36,1,regional_congeneric_error
0.1,0.06657563177097493,observed,0.5,1,326,65380,species,0,36,1,rare_weighted_error
0,0,observed,0,1,326,0,mixed_rtu,0.19996211970783295,36,1,mixed_rtu_reporting
0,0,observed,0,1,326,0,drop_unresolved,0.20021261841409876,36,1,drop_unresolved
0,0,observed,0,1,326,0,rare_to_genus,4.928511131408974e-4,36,1,rare_species_to_genus
0,0,observed,0,1,326,0,difficult_to_genus,0.301488430727434,36,1,difficult_genera_to_genus
0,0,observed,0,1,326,0,genus,NA,36,1,genus_level
0,0,observed,0,1,326,0,family,NA,36,1,family_level
0.1,0.07136506575041243,observed,0,1,328,70556,species,0,36,2,observed_congeneric_error
0.1,0.08303436054550438,regional,0,1,390,82093,species,0,36,2,regional_congeneric_error
0.1,0.07068030259046813,observed,0.5,1,328,69879,species,0,36,2,rare_weighted_error
0,0,observed,0,1,328,0,mixed_rtu,0.20027653507818133,36,2,mixed_rtu_reporting
0,0,observed,0,1,328,0,drop_unresolved,0.20056075730557332,36,2,drop_unresolved
0,0,observed,0,1,328,0,rare_to_genus,3.479446484798157e-4,36,2,rare_species_to_genus
0,0,observed,0,1,328,0,difficult_to_genus,0.3023487275239389,36,2,difficult_genera_to_genus
0,0,observed,0,1,328,0,genus,NA,36,2,genus_level
0,0,observed,0,1,328,0,family,NA,36,2,family_level
0.1,0.06485765209150582,observed,0,1,323,61389,species,0,36,3,observed_congeneric_error
0.1,0.07817275722938473,regional,0,1,384,73992,species,0,36,3,regional_congeneric_error
0.1,0.0645237971979432,observed,0.5,1,323,61073,species,0,36,3,rare_weighted_error
0,0,observed,0,1,323,0,mixed_rtu,0.19968114744659116,36,3,mixed_rtu_reporting
0,0,observed,0,1,323,0,drop_unresolved,0.1994212477509696,36,3,drop_unresolved
0,0,observed,0,1,323,0,rare_to_genus,3.5181544163402954e-4,36,3,rare_species_to_genus
0,0,observed,0,1,323,0,difficult_to_genus,0.2630987861839012,36,3,difficult_genera_to_genus
0,0,observed,0,1,323,0,genus,NA,36,3,genus_level
0,0,observed,0,1,323,0,family,NA,36,3,family_level
0.1,0.06946890287878758,observed,0,1,329,71086,species,0,36,4,observed_congeneric_error
0.1,0.08478634349609783,regional,0,1,395,86760,species,0,36,4,regional_congeneric_error
0.1,0.06959301382420027,observed,0.5,1,329,71213,species,0,36,4,rare_weighted_error
0,0,observed,0,1,329,0,mixed_rtu,0.20018900044758126,36,4,mixed_rtu_reporting
0,0,observed,0,1,329,0,drop_unresolved,0.1995137196343516,36,4,drop_unresolved
0,0,observed,0,1,329,0,rare_to_genus,4.2314991624954314e-4,36,4,rare_species_to_genus
0,0,observed,0,1,329,0,difficult_to_genus,0.2638608471989039,36,4,difficult_genera_to_genus
0,0,observed,0,1,329,0,genus,NA,36,4,genus_level
0,0,observed,0,1,329,0,family,NA,36,4,family_level
0.1,0.0719298369173157,observed,0,1,324,71492,species,0,36,5,observed_congeneric_error
0.1,0.08283622409607279,regional,0,1,385,82332,species,0,36,5,regional_congeneric_error
0.1,0.07178897951832806,observed,0.5,1,324,71352,species,0,36,5,rare_weighted_error
0,0,observed,0,1,324,0,mixed_rtu,0.20066444447351028,36,5,mixed_rtu_reporting
0,0,observed,0,1,324,0,drop_unresolved,0.19944904634510263,36,5,drop_unresolved
0,0,observed,0,1,324,0,rare_to_genus,6.34864419722853e-4,36,5,rare_species_to_genus
0,0,observed,0,1,324,0,difficult_to_genus,0.23814659834412066,36,5,difficult_genera_to_genus
0,0,observed,0,1,324,0,genus,NA,36,5,genus_level
0,0,observed,0,1,324,0,family,NA,36,5,family_level
0.1,0.09863875184426092,observed,0,1,180,14775,species,0,37,1,observed_congeneric_error
0.1,0.0999739633751477,regional,0,1,186,14975,species,0,37,1,regional_congeneric_error
0.1,0.09874556876673186,observed,0.5,1,180,14791,species,0,37,1,rare_weighted_error
0,0,observed,0,1,180,0,mixed_rtu,0.20048868742030457,37,1,mixed_rtu_reporting
0,0,observed,0,1,180,0,drop_unresolved,0.19807863060705388,37,1,drop_unresolved
0,0,observed,0,1,180,0,rare_to_genus,0.02418735688201403,37,1,rare_species_to_genus
0,0,observed,0,1,180,0,difficult_to_genus,0.0022765356601619612,37,1,difficult_genera_to_genus
0,0,observed,0,1,180,0,genus,NA,37,1,genus_level
0,0,observed,0,1,180,0,family,NA,37,1,family_level
0.1,0.09805742535541714,observed,0,1,182,14043,species,0,37,2,observed_congeneric_error
0.1,0.10180012848085356,regional,0,1,186,14579,species,0,37,2,regional_congeneric_error
0.1,0.09743596905287266,observed,0.5,1,182,13954,species,0,37,2,rare_weighted_error
0,0,observed,0,1,182,0,mixed_rtu,0.19830042175236717,37,2,mixed_rtu_reporting
0,0,observed,0,1,182,0,drop_unresolved,0.2022945004608553,37,2,drop_unresolved
0,0,observed,0,1,182,0,rare_to_genus,0.02302181381448482,37,2,rare_species_to_genus
0,0,observed,0,1,182,0,difficult_to_genus,0.0260871993966986,37,2,difficult_genera_to_genus
0,0,observed,0,1,182,0,genus,NA,37,2,genus_level
0,0,observed,0,1,182,0,family,NA,37,2,family_level
0.1,0.0957690457097033,observed,0,1,180,14928,species,0,37,3,observed_congeneric_error
0.1,0.10024057738572574,regional,0,1,186,15625,species,0,37,3,regional_congeneric_error
0.1,0.09589735364875701,observed,0.5,1,180,14948,species,0,37,3,rare_weighted_error
0,0,observed,0,1,180,0,mixed_rtu,0.19919807538091416,37,3,mixed_rtu_reporting
0,0,observed,0,1,180,0,drop_unresolved,0.2009494787489976,37,3,drop_unresolved
0,0,observed,0,1,180,0,rare_to_genus,0.024211708099438654,37,3,rare_species_to_genus
0,0,observed,0,1,180,0,difficult_to_genus,0.04431756214915798,37,3,difficult_genera_to_genus
0,0,observed,0,1,180,0,genus,NA,37,3,genus_level
0,0,observed,0,1,180,0,family,NA,37,3,family_level
0.1,0.09606487275015553,observed,0,1,181,13434,species,0,37,4,observed_congeneric_error
0.1,0.09994064772637887,regional,0,1,186,13976,species,0,37,4,regional_congeneric_error
0.1,0.09843181281866092,observed,0.5,1,181,13765,species,0,37,4,rare_weighted_error
0,0,observed,0,1,181,0,mixed_rtu,0.20050342169432867,37,4,mixed_rtu_reporting
0,0,observed,0,1,181,0,drop_unresolved,0.20006006736125515,37,4,drop_unresolved
0,0,observed,0,1,181,0,rare_to_genus,0.02113083958439107,37,4,rare_species_to_genus
0,0,observed,0,1,181,0,difficult_to_genus,0.014144433400313208,37,4,difficult_genera_to_genus
0,0,observed,0,1,181,0,genus,NA,37,4,genus_level
0,0,observed,0,1,181,0,family,NA,37,4,family_level
0.1,0.09614358056930157,observed,0,1,180,13328,species,0,37,5,observed_congeneric_error
0.1,0.10031307258378659,regional,0,1,186,13906,species,0,37,5,regional_congeneric_error
0.1,0.0969875780878046,observed,0.5,1,180,13445,species,0,37,5,rare_weighted_error
0,0,observed,0,1,180,0,mixed_rtu,0.20092190498174944,37,5,mixed_rtu_reporting
0,0,observed,0,1,180,0,drop_unresolved,0.19973165207104004,37,5,drop_unresolved
0,0,observed,0,1,180,0,rare_to_genus,0.023942117640269503,37,5,rare_species_to_genus
0,0,observed,0,1,180,0,difficult_to_genus,0.07476952375456264,37,5,difficult_genera_to_genus
0,0,observed,0,1,180,0,genus,NA,37,5,genus_level
0,0,observed,0,1,180,0,family,NA,37,5,family_level
0.1,0.06687187467817052,observed,0,1,139,5844,species,0,38,1,observed_congeneric_error
0.1,0.07792564451716996,regional,0,1,176,6810,species,0,38,1,regional_congeneric_error
0.1,0.06811914270348206,observed,0.5,1,139,5953,species,0,38,1,rare_weighted_error
0,0,observed,0,1,139,0,mixed_rtu,0.19778924603220016,38,1,mixed_rtu_reporting
0,0,observed,0,1,139,0,drop_unresolved,0.2018171207561419,38,1,drop_unresolved
0,0,observed,0,1,139,0,rare_to_genus,0.004142302983144717,38,1,rare_species_to_genus
0,0,observed,0,1,139,0,difficult_to_genus,0.45228913732535386,38,1,difficult_genera_to_genus
0,0,observed,0,1,139,0,genus,NA,38,1,genus_level
0,0,observed,0,1,139,0,family,NA,38,1,family_level
0.1,0.06459178423137213,observed,0,1,137,5398,species,0,38,2,observed_congeneric_error
0.1,0.08032690765935552,regional,0,1,172,6713,species,0,38,2,regional_congeneric_error
0.1,0.06597982553756686,observed,0.5,1,137,5514,species,0,38,2,rare_weighted_error
0,0,observed,0,1,137,0,mixed_rtu,0.19932751791889536,38,2,mixed_rtu_reporting
0,0,observed,0,1,137,0,drop_unresolved,0.19968649411877326,38,2,drop_unresolved
0,0,observed,0,1,137,0,rare_to_genus,0.003374376278852712,38,2,rare_species_to_genus
0,0,observed,0,1,137,0,difficult_to_genus,0.4505629943401419,38,2,difficult_genera_to_genus
0,0,observed,0,1,137,0,genus,NA,38,2,genus_level
0,0,observed,0,1,137,0,family,NA,38,2,family_level
0.1,0.05723536974429789,observed,0,1,138,4808,species,0,38,3,observed_congeneric_error
0.1,0.07349650016665873,regional,0,1,168,6174,species,0,38,3,regional_congeneric_error
