taxon,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,metric,stability_med,stability_p10,stability_p90
Collembola,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,sorensen_spearman,0.9363966520563637,0.9294058321986668,0.9561889973243511
Collembola,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,alpha_q0_spearman,0.9571011956326139,0.9319602444437153,0.9723036759152764
Collembola,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,bray_spearman,0.9890557424005905,0.9772890017829885,0.9915960894667198
Collembola,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,jaccard_spearman,0.9090934429618625,0.8907967053144648,0.9400651220257581
Collembola,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,sorensen_spearman,0.9090934429618625,0.8907967053144648,0.9400651220257581
Collembola,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,alpha_q0_spearman,0.9162550607435127,0.8925104757402907,0.9503555177514861
Collembola,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,bray_spearman,0.9805731758784858,0.9617866946121685,0.9900015580520284
Collembola,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,jaccard_spearman,0.876034331287345,0.8154588872269188,0.9111689759601649
Collembola,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,sorensen_spearman,0.876034331287345,0.8154588872269188,0.9111689759601649
Collembola,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,alpha_q0_spearman,0.9853589495242959,0.9736066156562878,0.9888627730591927
Collembola,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,bray_spearman,0.9973706404166937,0.9931633544594225,0.9989992432749508
Collembola,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,jaccard_spearman,0.9761250192236303,0.9663937444586441,0.9899593603969868
Collembola,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,sorensen_spearman,0.9761250192236303,0.9663937444586441,0.9899593603969868
Collembola,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,alpha_q0_spearman,0.8963069086064919,0.8631794804105315,0.95739092819167
Collembola,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,bray_spearman,0.9644962016403441,0.9319248101327506,0.9783668769962737
Collembola,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,jaccard_spearman,0.842478384495081,0.7288481693683211,0.8797699458811016
Collembola,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,sorensen_spearman,0.842478384495081,0.7288481693683211,0.8797699458811016
Collembola,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,alpha_q0_spearman,0.9632940501032924,0.9433294700691531,0.9727571110948479
Collembola,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,bray_spearman,0.9933670759016296,0.9881666989385601,0.9968253576288085
Collembola,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,jaccard_spearman,0.9517685004772486,0.9261364791113271,0.9631513778051948
Collembola,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,sorensen_spearman,0.9517685004772486,0.9261364791113271,0.9631513778051948
Collembola,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,alpha_q0_spearman,0.9441119806854488,0.922636064628556,0.9624511909627121
Collembola,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,bray_spearman,0.9890660475939835,0.9749258072430259,0.9946628705740161
Collembola,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,jaccard_spearman,0.9240498321490899,0.8854818368938511,0.9402487655445606
Collembola,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,sorensen_spearman,0.9240498321490899,0.8854818368938511,0.9402487655445606
Collembola,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,alpha_q0_spearman,0.7866936471945607,0.7613554054893121,0.8566692609566294
Collembola,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,bray_spearman,0.9915926487789001,0.9827779313939256,0.9939482823330754
Collembola,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,jaccard_spearman,0.9092260013641495,0.8867839587994206,0.9284611201359305
Collembola,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,sorensen_spearman,0.9092260013641495,0.8867839587994206,0.9284611201359305
Collembola,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,alpha_q0_spearman,0.9604741632436791,0.94156837747037,0.9683623304931153
Collembola,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,bray_spearman,0.9995824093490354,0.9982527642899297,0.9996994444633532
Collembola,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,jaccard_spearman,0.9881310311282064,0.985001361602477,0.9935489868163614
Collembola,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,sorensen_spearman,0.9881310311282064,0.985001361602477,0.9935489868163614
Collembola,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,alpha_q0_spearman,0.7824566748043245,0.7047429785061613,0.861706476045325
Collembola,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,bray_spearman,0.9814692889793513,0.9693646276736175,0.9875194529380362
Collembola,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,jaccard_spearman,0.8636028426814761,0.8155148808536233,0.8744357593930467
Collembola,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,sorensen_spearman,0.8636028426814761,0.8155148808536233,0.8744357593930467
Collembola,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,alpha_q0_spearman,0.8934075328667612,0.8582733844847086,0.9210984311022038
Collembola,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,bray_spearman,0.9983674471765892,0.9963485531083643,0.9990107064814895
Collembola,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,jaccard_spearman,0.9702307045555579,0.9506032173986344,0.9808037580890672
Collembola,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,sorensen_spearman,0.9702307045555579,0.9506032173986344,0.9808037580890672
Collembola,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q0_spearman,0.835491977497165,0.710731704466015,0.8959596984481916
Collembola,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,bray_spearman,0.9954508236347752,0.9889408804909291,0.9976906083122964
Collembola,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,jaccard_spearman,0.9416038252606349,0.9193451927781664,0.9570045311621252
Collembola,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,sorensen_spearman,0.9416038252606349,0.9193451927781664,0.9570045311621252
Collembola,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,alpha_q0_spearman,0.8449833490460683,0.811686390341008,0.8771024103450442
Collembola,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,bray_spearman,0.9937374351060645,0.9847990256948109,0.9953710112396709
Collembola,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,jaccard_spearman,0.9175976080261732,0.8985946540705254,0.9340191299693037
Collembola,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,sorensen_spearman,0.9175976080261732,0.8985946540705254,0.9340191299693037
Collembola,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,alpha_q0_spearman,0.9640363034924895,0.9442559046796337,0.9676908289690729
Collembola,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,bray_spearman,0.9997357030334044,0.9974015860274479,0.99989494706637
Collembola,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,jaccard_spearman,0.9905428192287896,0.9804413978657153,0.9936165881261028
Collembola,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,sorensen_spearman,0.9905428192287896,0.9804413978657153,0.9936165881261028
Collembola,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,alpha_q0_spearman,0.7941943017677806,0.7355381231549514,0.8627788839504442
Collembola,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,bray_spearman,0.9814356903373342,0.9621751868504919,0.9889174232891789
Collembola,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,jaccard_spearman,0.8610853218224879,0.8116624186239867,0.886030341186364
Collembola,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,sorensen_spearman,0.8610853218224879,0.8116624186239867,0.886030341186364
Collembola,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,alpha_q0_spearman,0.9033340088441167,0.8590924426936064,0.9283379134031697
Collembola,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,bray_spearman,0.9973702748859409,0.9935921576292952,0.9985709872824918
Collembola,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,jaccard_spearman,0.9658584065018342,0.9552022291594982,0.9702014603916032
Collembola,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,sorensen_spearman,0.9658584065018342,0.9552022291594982,0.9702014603916032
Collembola,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,alpha_q0_spearman,0.8607809046838992,0.8242134808510004,0.9129620412286488
Collembola,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,bray_spearman,0.9968461423715478,0.9859838173250101,0.9980852737651383
Collembola,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,jaccard_spearman,0.936593277314,0.9279801262422656,0.9635506862158868
Collembola,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,sorensen_spearman,0.936593277314,0.9279801262422656,0.9635506862158868
Collembola,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,alpha_q0_spearman,0.9988917108559539,0.9943101437574143,1
Collembola,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,bray_spearman,0.9903952081193869,0.9789800292796453,1
Collembola,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,jaccard_spearman,0.9922955049154567,0.9671109818791006,1
Collembola,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,sorensen_spearman,0.9922955049154567,0.9671109818791006,1
Collembola,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q0_spearman,0.9330928930227156,0.9019410814058055,0.964237678601597
Collembola,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,bray_spearman,0.9889035021086973,0.9711980602824957,0.9918264970607575
Collembola,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,jaccard_spearman,0.9163620107039677,0.8764686888293988,0.9403034718905687
Collembola,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,sorensen_spearman,0.9163620107039677,0.8764686888293988,0.9403034718905687
Collembola,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,alpha_q0_spearman,0.9586766251828168,0.9428702838700338,0.965982845657193
Collembola,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,bray_spearman,0.9988317618007507,0.9975631637679637,0.999458287694267
Collembola,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,jaccard_spearman,0.9867783146312077,0.9786256748953437,0.9925046627802379
Collembola,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,sorensen_spearman,0.9867783146312077,0.9786256748953437,0.9925046627802379
Collembola,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,alpha_q0_spearman,0.9531152464617858,0.9248221077895068,0.9570706610879705
Collembola,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,bray_spearman,0.9773716078047237,0.9462966772201541,0.9810333920508427
Collembola,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,jaccard_spearman,0.9159016041398581,0.8819385383583613,0.92748875350587
Collembola,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,sorensen_spearman,0.9159016041398581,0.8819385383583613,0.92748875350587
Collembola,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,alpha_q0_spearman,0.9373434756137291,0.8944182891502712,0.9548985780301054
Collembola,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,bray_spearman,0.9968510684090812,0.9911227475381519,0.9979327767613052
Collembola,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,jaccard_spearman,0.9559929590411912,0.9423146768229791,0.9733697459472762
Collembola,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,sorensen_spearman,0.9559929590411912,0.9423146768229791,0.9733697459472762
Collembola,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,alpha_q0_spearman,0.9382208444870638,0.9257297415383806,0.9446791640545655
Collembola,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,bray_spearman,0.9937394899999251,0.9859014009041028,0.9955403555023469
Collembola,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,jaccard_spearman,0.9395896856269405,0.9119228032960413,0.9476394493274249
Collembola,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,sorensen_spearman,0.9395896856269405,0.9119228032960413,0.9476394493274249
Collembola,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q0_spearman,0.8532313466398918,0.7434447566328967,0.8786444942797385
Collembola,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,bray_spearman,0.5830713691737711,0.5057759432518109,0.6383672168956803
Collembola,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,jaccard_spearman,0.4950727479547196,0.42613872060838265,0.5640285810542149
Collembola,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,sorensen_spearman,0.4950727479547196,0.42613872060838265,0.5640285810542149
Collembola,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q0_spearman,0.9798114575986971,0.9488793267599782,0.989264996089592
Collembola,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,bray_spearman,0.9236830325186131,0.7940981941435494,0.9534762938097024
Collembola,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,jaccard_spearman,0.8760365008539333,0.7641888227323514,0.9143727950106492
Collembola,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,sorensen_spearman,0.8760365008539333,0.7641888227323514,0.9143727950106492
Collembola,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q0_spearman,0.9338153924544763,0.9285297755001395,0.9601958329654405
Collembola,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,bray_spearman,0.9938959125328644,0.9799861066355189,0.9958909802684268
Collembola,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,jaccard_spearman,0.9261492544638057,0.8908109586573086,0.9423024436754852
Collembola,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,sorensen_spearman,0.9261492544638057,0.8908109586573086,0.9423024436754852
Collembola,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q0_spearman,0.9561270933021944,0.9262259073764606,0.9738699555546225
Collembola,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,bray_spearman,0.9994688870810325,0.9986928919671245,0.9997659908118413
Collembola,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,jaccard_spearman,0.9864632981365498,0.9803586373720856,0.993172340634228
Collembola,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,sorensen_spearman,0.9864632981365498,0.9803586373720856,0.993172340634228
Collembola,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q0_spearman,0.95536261909165765,0.9305444961765559,0.9628086344769773
Collembola,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,bray_spearman,0.987850232249268,0.9602517866934837,0.9905217574755159
Collembola,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,jaccard_spearman,0.92650152694143,0.8832614277509786,0.9389218662710186
Collembola,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,sorensen_spearman,0.92650152694143,0.8832614277509786,0.9389218662710186
Collembola,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q0_spearman,0.9367304154973618,0.9054262323102922,0.9518857850767412
Collembola,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,bray_spearman,0.9979396757610296,0.9913427983748397,0.9986562361004163
Collembola,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,jaccard_spearman,0.9609699318471709,0.9354397675734372,0.9712739492498604
Collembola,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,sorensen_spearman,0.9609699318471709,0.9354397675734372,0.9712739492498604
Collembola,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q0_spearman,0.9222092969381518,0.8896335741151834,0.9447819446425781
Collembola,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,bray_spearman,0.9964284834231315,0.9908465174126259,0.9983720813666626
Collembola,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,jaccard_spearman,0.9376905213676638,0.9186659395584624,0.9581825251702998
Collembola,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,sorensen_spearman,0.9376905213676638,0.9186659395584624,0.9581825251702998
Collembola,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q0_spearman,1,0.9999999999999999,1
Collembola,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,bray_spearman,1,0.9999999999999999,1
Collembola,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,jaccard_spearman,1,0.9999999999999999,1
Collembola,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,sorensen_spearman,1,0.9999999999999999,1
