varied_parameter,factor_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,response,low_factor_value,high_factor_value,low_response,high_response,high_minus_low
mean_species_per_genus,Mean species per genus,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_bray_curtis,1.5,8,-29.721905584777016,-68.72360126500169,-39.00169568022467
mean_species_per_genus,Mean species per genus,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_jaccard,1.5,8,-18.50087254554609,-53.433144006245676,-34.93227146069958
mean_species_per_genus,Mean species per genus,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_occupancy,1.5,8,59.38758082225205,185.5226824457594,126.13510162350734
mean_species_per_genus,Mean species per genus,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_sorensen,1.5,8,-26.64849381112272,-62.02141379899205,-35.37291998786933
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,delta_alpha_med,1.5,8,-1.6589861751152128,-26.672311600338688,-25.013325425223474
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,delta_gamma_med,1.5,8,-10.666666666666666,-60.526315789473685,-49.85964912280702
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,delta_occupancy_med,1.5,8,9.030058620546296,96.20678617157489,87.17672755102859
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_alpha_q0,1.5,8,-1.6589861751152128,-26.672311600338688,-25.013325425223474
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_alpha_q1,1.5,8,-1.890560466788916,-27.311663128428226,-25.42110266163931
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_alpha_q2,1.5,8,-1.7768084536299873,-27.29792994213729,-25.521121488507305
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_gamma,1.5,8,-10.666666666666666,-60.526315789473685,-49.85964912280702
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_bray_curtis,1.5,8,-1.9564965006369495,-19.55404236121507,-17.597545860578123
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_jaccard,1.5,8,-2.2573260200943808,-21.889690939498053,-19.63236491940367
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_occupancy,1.5,8,9.030058620546296,96.20678617157489,87.17672755102859
mean_species_per_genus,Mean species per genus,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_sorensen,1.5,8,-3.6038929347773676,-31.59989920866723,-27.996006273889865
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,delta_alpha_med,1.5,8,50.04248088360238,42.56080114449213,-7.481679739110248
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,delta_gamma_med,1.5,8,77.63157894736842,38.1578947368421,-39.47368421052632
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,delta_occupancy_med,1.5,8,-15.049477735019241,3.128720238095238,18.17819797311448
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_alpha_q0,1.5,8,50.04248088360238,42.56080114449213,-7.481679739110248
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_alpha_q1,1.5,8,31.34865595302972,29.65176520011693,-1.6968907529127897
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_alpha_q2,1.5,8,20.936642304835512,20.26172039932527,-0.6749219055102422
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_gamma,1.5,8,77.63157894736842,38.1578947368421,-39.47368421052632
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_bray_curtis,1.5,8,0.5808666675088652,-0.7453917489978211,-1.3262584165066862
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_jaccard,1.5,8,2.8262495770437415,-1.463565361189358,-4.2898149382331
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_occupancy,1.5,8,-15.049477735019241,3.128720238095238,18.17819797311448
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_sorensen,1.5,8,4.7713722729754044,-2.3538618287536477,-7.125234101729053
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,delta_alpha_med,1.5,8,8.650875386199788,9.084406294706719,0.4335309085069312
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,delta_gamma_med,1.5,8,48.68421052631579,32.05128205128205,-16.632928475033737
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,delta_occupancy_med,1.5,8,-27.102483585498142,-17.66727226391983,9.435211321578311
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_alpha_q0,1.5,8,8.650875386199788,9.084406294706719,0.4335309085069312
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_alpha_q1,1.5,8,3.4680474687604685,3.748400954933982,0.2803534861735133
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_alpha_q2,1.5,8,1.8364032762468074,2.0314238473080297,0.19502057106122228
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_gamma,1.5,8,48.68421052631579,32.05128205128205,-16.632928475033737
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_mean_bray_curtis,1.5,8,0.18569902940550823,0.16457914914696728,-0.021119880258540946
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_mean_jaccard,1.5,8,1.9912006770940056,1.4893458595401146,-0.501854817553891
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_mean_occupancy,1.5,8,-27.102483585498142,-17.66727226391983,9.435211321578311
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,effect_mean_sorensen,1.5,8,3.2920300121369106,2.4355443319290613,-0.8564856802078493
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,delta_alpha_med,1.5,8,66.01671309192201,53.79113018597998,-12.225582905942034
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,delta_gamma_med,1.5,8,81.57894736842105,38.96103896103896,-42.617908407382096
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,delta_occupancy_med,1.5,8,-8.685204256779953,12.553094660194171,21.238298916974124
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_alpha_q0,1.5,8,66.01671309192201,53.79113018597998,-12.225582905942034
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_alpha_q1,1.5,8,55.45914417297139,49.286895022503444,-6.172249150467948
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_alpha_q2,1.5,8,43.99459101728054,41.246292140360566,-2.748298876919975
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_gamma,1.5,8,81.57894736842105,38.96103896103896,-42.617908407382096
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_mean_bray_curtis,1.5,8,0.6232668278947217,-2.491283820377943,-3.114550648272665
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_mean_jaccard,1.5,8,1.8548236400112548,-4.1197721990708,-5.974595839082054
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_mean_occupancy,1.5,8,-8.685204256779953,12.553094660194171,21.238298916974124
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,effect_mean_sorensen,1.5,8,3.046496686778759,-6.382180244241699,-9.428676931020458
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,delta_alpha_med,1.5,8,23.594470046082957,22.26926333615582,-1.3252067099271372
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,delta_gamma_med,1.5,8,73.6842105263158,37.66233766233766,-36.02187286397813
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,delta_occupancy_med,1.5,8,-28.252660487469953,-10.739436619718312,17.51322386775164
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_alpha_q0,1.5,8,23.594470046082957,22.26926333615582,-1.3252067099271372
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_alpha_q1,1.5,8,10.167056700050312,10.624977173669372,0.4579204736190601
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_alpha_q2,1.5,8,5.573465363817611,6.007730754260729,0.43426539044311774
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_gamma,1.5,8,73.6842105263158,37.66233766233766,-36.02187286397813
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_mean_bray_curtis,1.5,8,0.4176556339962803,0.20607882925077856,-0.21157680474550175
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_mean_jaccard,1.5,8,3.3013501633021134,2.1183859681668538,-1.1829641951352596
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_mean_occupancy,1.5,8,-28.252660487469953,-10.739436619718312,17.51322386775164
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,effect_mean_sorensen,1.5,8,5.496322745801525,3.5383760279656196,-1.9579467178359051
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,delta_alpha_med,1.5,8,33.890436397400194,30.472103004291846,-3.418333393108348
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,delta_gamma_med,1.5,8,73.6842105263158,36.36363636363637,-37.32057416267943
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,delta_occupancy_med,1.5,8,-23.640144061188877,-4.320457796852642,19.319686264336234
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_alpha_q0,1.5,8,33.890436397400194,30.472103004291846,-3.418333393108348
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_alpha_q1,1.5,8,16.802196236938485,15.618936941341781,-1.183259295596704
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_alpha_q2,1.5,8,10.258651923246067,9.491103280020834,-0.7675486432252328
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_gamma,1.5,8,73.6842105263158,36.36363636363637,-37.32057416267943
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_mean_bray_curtis,1.5,8,0.5182056354990378,0.1061904528087997,-0.41201518269023807
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_mean_jaccard,1.5,8,3.4938375506269943,1.7882378348788026,-1.7055997157481917
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_mean_occupancy,1.5,8,-23.640144061188877,-4.320457796852642,19.319686264336234
mean_species_per_genus,Mean species per genus,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,effect_mean_sorensen,1.5,8,5.905414704627177,2.9506755414962833,-2.954739163130894
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,delta_alpha_med,1.5,8,0,0,0
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,delta_gamma_med,1.5,8,0,-1.2820512820512822,-1.2820512820512822
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,delta_occupancy_med,1.5,8,0,1.2987012987012971,1.2987012987012971
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_alpha_q0,1.5,8,0,0,0
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_alpha_q1,1.5,8,0,0,0
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_alpha_q2,1.5,8,0,0,0
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_gamma,1.5,8,0,-1.2820512820512822,-1.2820512820512822
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_mean_bray_curtis,1.5,8,0,-6.207371415800763e-4,-6.207371415800763e-4
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_mean_jaccard,1.5,8,0,-0.004316407291960215,-0.004316407291960215
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_mean_occupancy,1.5,8,0,1.2987012987012971,1.2987012987012971
mean_species_per_genus,Mean species per genus,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,effect_mean_sorensen,1.5,8,0,-0.0070488548906367686,-0.0070488548906367686
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,delta_alpha_med,0.05,0.5,29.611650485436897,16.708678429960383,-12.902972055476514
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,delta_gamma_med,0.05,0.5,0,0,0
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,delta_occupancy_med,0.05,0.5,29.611650485436876,16.708678429960386,-12.90297205547649
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_alpha_q0,0.05,0.5,29.611650485436897,16.708678429960383,-12.902972055476514
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_alpha_q1,0.05,0.5,14.209075170049386,10.65394804478529,-3.5551271252640966
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_alpha_q2,0.05,0.5,8.907563275387048,7.776712961112116,-1.130850314274932
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_gamma,0.05,0.5,0,0,0
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_bray_curtis,0.05,0.5,-0.6409501485306752,-3.8801758398674306,-3.239225691336755
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_jaccard,0.05,0.5,-1.1381614000894267,-10.889688411075408,-9.751527010985981
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_occupancy,0.05,0.5,29.611650485436876,16.708678429960386,-12.90297205547649
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_sorensen,0.05,0.5,-1.7867358396730257,-14.612812981884783,-12.826077142211757
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,delta_alpha_med,0.05,0.5,5.825242718446604,2.6422764227642266,-3.182966295682377
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,delta_gamma_med,0.05,0.5,0,0,0
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,delta_occupancy_med,0.05,0.5,5.825242718446592,2.6422764227642226,-3.1829662956823697
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_alpha_q0,0.05,0.5,5.825242718446604,2.6422764227642266,-3.182966295682377
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_alpha_q1,0.05,0.5,1.5056398503718813,1.2527932304892062,-0.2528466198826751
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_alpha_q2,0.05,0.5,0.7604806170827842,0.7973578809114285,0.0368772638286442
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_gamma,0.05,0.5,0,0,0
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_bray_curtis,0.05,0.5,-0.06358911006634603,-0.41650283178359604,-0.35291372171725
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_jaccard,0.05,0.5,-0.06334553050969043,-1.511355663877294,-1.4480101333676036
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_occupancy,0.05,0.5,5.825242718446592,2.6422764227642226,-3.1829662956823697
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_sorensen,0.05,0.5,-0.14830345805188097,-2.1574738959274,-2.0091704378755186
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,delta_alpha_med,0.05,0.5,37.378640776699044,24.231843575419006,-13.146797201280037
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,delta_gamma_med,0.05,0.5,0,0,0
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,delta_occupancy_med,0.05,0.5,37.378640776699015,24.231843575418985,-13.14679720128003
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_alpha_q0,0.05,0.5,37.378640776699044,24.231843575419006,-13.146797201280037
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_alpha_q1,0.05,0.5,21.76640704907306,19.17442759635455,-2.5919794527185083
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_alpha_q2,0.05,0.5,15.30951239277269,14.68327817369408,-0.6262342190786114
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_gamma,0.05,0.5,0,0,0
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_bray_curtis,0.05,0.5,-0.8660028334730163,-7.610475261920603,-6.744472428447587
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_jaccard,0.05,0.5,-1.5372947434208664,-18.556108519443193,-17.018813776022327
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_occupancy,0.05,0.5,37.378640776699015,24.231843575418985,-13.14679720128003
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_sorensen,0.05,0.5,-2.335101831413817,-24.38788200516829,-22.052780173754474
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,delta_alpha_med,0.05,0.5,14.068441064638781,6.6689944134078365,-7.399446651230945
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,delta_gamma_med,0.05,0.5,0,0,0
occupancy_mean,Initial mean occupancy,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,delta_occupancy_med,0.05,0.5,14.068441064638787,6.668994413407806,-7.3994466512309804
