varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,realised_mean_error_med,realised_unresolved_rate_med,eligible_source_species_med
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.10291339365615992,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.010780913096465783,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.1986804743611158,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.028144312677467864,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.05118590044061122,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.0025034770514603616,70
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.06813933729821581,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.007221750212404418,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.1336,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.019690949227373068,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.03617777777777778,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.06482582837723025,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.006577777777777778,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.13146666666666668,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.02005180850043174,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.03395555555555556,0,55
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09165562913907285,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.009271523178807948,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.19235555555555556,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.028167770419426048,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.04711111111111111,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.096158940397351,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.009447379114181228,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.19159550992996258,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.02868655857238799,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.0472,0,74
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.19572100163100833,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.10050977060322852,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.009685641461342431,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.20008888888888887,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.03222958057395142,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.05120000000000002,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.09915038232795237,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.009271523178807972,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.20368416003070133,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.030475416497358743,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.0504,55
regional_observed_ratio,Regional / observed species ratio,3,3,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.004221433368511945,55
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.05344774113511837,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.005971556533354286,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.09960116416945133,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.016127364829939005,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.024397808332471828,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.0492091388400703,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.004742912579497683,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.10172645508115373,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.014932045779685264,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.02651719305810068,0,37
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.0964898220868729,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.00921622054816477,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.18873261569890784,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.028930918416412887,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.048291473536703676,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.09583376408559909,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.00990021214740316,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.19360414866032843,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.030083738240463145,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.047851025379115265,0,73
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.16425250357653792,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.09906219683087203,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.009924892703862653,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.1994210689548227,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.03009350200361438,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.05087851676188426,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.10143365312062091,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.0103719599427754,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.2014745952877064,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.02986409155937053,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.047865191770908755,37
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.0024042314473473312,37
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.031786216596343175,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.003750586029067042,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.06432255039849977,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.008438818565400843,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.017440225035161745,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.034036568213783404,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.0037822726525242557,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.06526019690576652,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.011251758087201125,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.014064697609001406,0,29
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09759907909883243,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.009037794412999817,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.19215589541193884,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.02916080637599625,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.046284462296877854,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.09768121234252328,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.009095171120487576,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.1946225949679329,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.030192217533989686,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.04785397138628515,0,76
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.21409944367176634,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.09944367176634217,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.010518080667593854,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.20248311119225848,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.030463109702412394,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.04868814932206378,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.1022187004754358,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.010314111579934337,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.2015319598520866,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.029943399671352955,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.05032067094227921,29
regional_observed_ratio,Regional / observed species ratio,12,12,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.003609790456066209,29
